Record Length,1024,Points,0.0,-1.3691007,
Sample Interval,123.3033447,Hz,123.3033447,1.4308994,
Trigger Point,0.0,Samples,246.60668945,-5.36910057,
,,,369.91003418,-36.16910172,
,,,493.213378906,-34.96910095,
,,,616.516723633,-35.76910019,
Source,MATH,,739.820068359,-38.96910095,
Vertical Units,dB,,863.123413086,-42.96910095,
Vertical Scale,10.0000001,,986.426757813,-44.56909943,
Vertical Offset,-20,9691,,1.1097302E3,-47.36910248,
Horizontal Units,Hz,,1.2330335E3,-54.56910324,
Horizontal Scale,12.6262631E3,,1.3563369E3,-48.56910324,
Pt Fmt,Y,,1.4796402E3,-46.96910095,
Yzero,0.0,,1.6029436E3,-45.76910019,
,,,1.7262469E3,-48.96910095,
,,,1.8495503E3,-42.96910095,
Note,TDS 1012B - 11:30:13 a. m.   30/07/2025,,1.9728536E3,-42.96910095,
,,,2.0961568E3,-42.96910095,
,,,2.2194603E3,-48.96910095,
,,,2.3427638E3,-55.369102478,
,,,2.4660670E3,-60.969100952,
,,,2.5893702E3,-55.369102478,
,,,2.7126737E3,-42.96910095,
,,,2.83597719E3,-38.56909943,
,,,2.95928041E3,-32.16910172,
,,,3.08258364E3,-51.36910248,
,,,3.20588712E3,-14.9691010,
,,,3.32919059E3,-3.76910067,
,,,3.45249382E3,-2.1691008,
,,,3.57579704E3,-2.1691008,
,,,3.69910052E3,-5.36910057,
,,,3.82240399E3,-20.56910133,
,,,3.94570722E3,-48.96910095,
,,,4.06901045E3,-35.36910248,
,,,4.19231368E3,-45.36910248,
,,,4.31561739E3,-40.16910172,
,,,4.43892062E3,-41.36910248,
,,,4.56222385E3,-39.76910019,
,,,4.68552757E3,-43.76910019,
,,,4.80883079E3,-50.16910172,
,,,4.93213402E3,-58.569103241,
,,,5.05543725E3,-60.969100952,
,,,5.17874048E3,-54.56910324,
,,,5.30204420E3,-45.36910248,
,,,5.42534743E3,-42.16910172,
,,,5.54865065E3,-42.16910172,
,,,5.67195437E3,-44.56909943,
,,,5.79525760E3,-44.56909943,
,,,5.91856083E3,-42.96910095,
,,,6.04186406E3,-42.16910172,
,,,6.16516729E3,-47.36910248,
,,,6.28847100E3,-47.36910248,
,,,6.41177423E3,-38.16910172,
,,,6.53507746E3,-48.96910095,
,,,6.65838118E3,-27.36910057,
,,,6.78168440E3,-8.569100380,
,,,6.90498763E3,-4.16910076,
,,,7.02829086E3,-3.76910067,
,,,7.15159409E3,-4.96910095,
,,,7.27489781E3,-14.1691008,
,,,7.398201035E3,-37.36910248,
,,,7.521504264E3,-44.56909943,
,,,7.644807980E3,-58.569103241,
,,,7.768111209E3,-43.76910019,
,,,7.891414437E3,-39.76910019,
,,,8.014717666E3,-39.36910248,
,,,8.138020894E3,-41.36910248,
,,,8.261324611E3,-44.16910172,
,,,8.384627351E3,-45.76910019,
,,,8.507931068E3,-45.76910019,
,,,8.631234785E3,-48.96910095,
,,,8.754537525E3,-58.569103241,
,,,8.877841242E3,-46.96910095,
,,,9.001144959E3,-45.36910248,
,,,9.124447699E3,-45.76910019,
,,,9.247751416E3,-43.36910248,
,,,9.371055133E3,-39.76910019,
,,,9.494357873E3,-38.96910095,
,,,9.617661590E3,-38.96910095,
,,,9.740964330E3,-47.36910248,
,,,9.864268047E3,-55.369102478,
,,,9.987571763E3,-52.56910324,
,,,10.1108745E3,-42.16910172,
,,,10.2341782E3,-16.9691010,
,,,10.3574810E3,-8.569100380,
,,,10.4807847E3,-7.36910057,
,,,10.6040884E3,-7.769100666,
,,,10.7273911E3,-12.9691010,
,,,10.8506949E3,-51.36910248,
,,,10.9739986E3,-35.76910019,
,,,11.0973013E3,-39.36910248,
