Tiempo_ms	Voltaje_V
1568	1.81237
1569	1.91957
1570	2.19839
1570	1.95180
1571	1.76081
1571	1.92763
1625	2.20564
1626	2.42564
1626	2.36119
1627	2.37972
1627	2.57716
1628	2.61341
1629	2.39502
1629	2.25640
1630	2.53929
1630	2.66820
1631	2.02512
1631	2.09768
1632	2.13071
1632	2.32815
1633	1.75678
1633	2.05332
1633	2.11299
1634	1.77772
1635	1.65123
1635	1.80834
1636	2.24673
1636	2.13393
1636	1.77692
1637	2.00578
1637	1.68185
1638	1.82687
1639	2.00336
1640	2.40389
1640	2.20645
1641	2.28545
1641	2.17744
1641	2.29029
1642	2.44175
1642	2.34024
1643	2.27659
1643	2.58119
1644	2.38938
1644	2.37891
1645	2.39019
1645	1.98806
1646	2.59569
1647	2.17100
1647	2.29190
1647	2.24834
1648	2.02028
1648	2.14360
1649	1.88896
1649	2.01867
1650	1.97355
1650	1.87123
1651	1.86479
1652	1.83815
1652	2.02753
1652	1.69716
1653	1.94616
1654	2.00256
1654	1.86479
1655	2.26768
1655	1.81317
1656	2.34668
1657	2.22578
1657	2.47886
1658	2.32574
1658	2.25720
1659	2.40389
1659	2.29915
1660	2.26365
1660	2.35313
1660	2.33057
1661	2.75365
1662	2.32896
1662	2.56588
1663	2.15649
1664	1.99531
1664	1.72133
1665	2.19194
1665	1.91635
1666	1.93247
1667	2.00981
1667	1.94213
1668	2.06384
1669	1.94858
1669	1.95261
1670	1.78820
1670	1.92763
1671	2.35393
1672	1.98403
1672	1.91716
1673	2.39905
1673	2.21047
1674	2.17019
1675	2.44659
1676	2.28304
1676	2.37327
1677	2.54976
1677	2.53848
1679	2.43853
1679	2.37891
1680	2.10493
1680	2.09123
1835	1.88090
1836	1.76645
1836	2.03076
1836	1.83976
1837	2.23303
1837	2.37730
1838	1.98403
1838	1.80351
1839	2.38616
1839	2.27498
1839	2.23626
1840	2.41033
1840	2.18791
1841	2.32654
1841	2.48209
1842	2.57635
1843	2.47725
1844	2.47237
1844	2.62147
1845	2.10251
1846	1.97597
1846	1.92844
1847	2.05332
1847	2.17341
1847	2.14119
1848	2.04123
1848	2.39825
1848	1.79384
1850	1.85024
1850	1.80834
1850	2.14844
1851	1.75355
1851	2.04365
1852	1.97114
1852	1.70360
1852	1.99450
1853	1.93972
1853	2.06867
1854	2.42806
1854	2.02351
1854	2.35313
1855	2.41114
1855	2.29109
1856	1.89863
1857	2.22659
1857	2.32896
1858	2.48450
1859	2.31043
1859	2.20806
1860	2.39180
1860	2.47564
1861	2.19033
1861	2.84711
1862	2.27901
1862	2.40147
1863	2.53607
1863	2.17019
1864	2.00014
1864	2.26848
1864	2.36844
1865	1.97033
1866	1.84460
1866	2.02028
1867	1.93972
1867	1.96630
1868	1.88251
1869	1.99531
1869	1.92199
1870	2.02753
1870	1.98081
1870	2.09043
1871	2.07351
1872	1.75194
1872	2.00095
1873	2.20403
1873	2.19355
1874	2.32815
1874	2.32010
1875	2.35071
1875	2.20322
1876	2.33299
1876	2.42403
1876	2.60938
1878	2.78346
1879	2.45867
1879	2.13232
1880	2.11540
1880	2.21611
1881	2.21853
1881	2.29995
1882	2.20081
1882	2.13796
1883	2.20322
1883	1.95019
1884	2.14844
1884	1.72616
1885	1.92763
1886	1.91313
1886	2.37649
1887	1.98725
1932	2.16777
1932	1.84621
1933	1.81317
1934	2.15810
1934	1.93972
1934	1.88654
1935	2.14602
1935	1.82768
1935	1.75355
1936	2.04848
1936	1.89379
1937	2.26365
1937	1.80592
1939	1.86962
1940	2.08398
1940	2.16455
1941	2.42806
1941	2.21128
1942	2.33782
1942	2.40791
1943	2.30559
1943	2.59327
1944	2.57313
1947	2.00659
1947	2.39986
1948	2.09768
1948	1.95180
1949	2.04768
1949	2.22175
1949	1.78578
1950	1.94777
1950	1.85024
1951	1.83412
1951	1.88654
1951	1.74711
1952	1.70844
1952	1.91957
1953	1.95100
1953	1.80028
1953	2.13877
1954	2.16052
1954	1.90668
1955	2.39341
1955	2.10815
1955	2.02673
1956	1.78981
1956	2.05412
1957	2.23787
1957	2.22981
1958	2.33379
1958	2.49498
1958	2.31848
1959	2.38294
1959	2.41517
1960	2.44417
1960	2.33540
1960	2.46189
1961	2.26365
1961	2.59891
1962	2.43128
1962	2.54332
1963	2.15730
1963	2.32493
1964	2.21450
1964	2.08962
1964	1.79545
1965	2.08962
1965	1.96872
1966	1.70119
1966	1.86479
1967	1.75033
1967	1.90185
1968	2.00578
1968	1.79948
1968	2.01867
1969	1.81398
