Tiempo(s)	Voltaje(V)
0.062133	1.41749
0.062661	1.25716
0.063191	1.12095
0.063719	1.03313
0.064248	1.00246
0.064775	1.03232
0.065303	1.11531
0.065832	1.25313
0.066361	1.41185
0.066890	1.60365
0.067418	1.79384
0.067946	1.67702
0.068572	1.48844
0.069102	1.66815
0.069630	1.86398
0.070158	2.04043
0.070685	2.16616
0.071212	2.24834
0.071741	2.26526
0.072270	2.21934
0.072798	2.12346
0.073326	1.98322
0.073855	1.80351
0.074382	1.61573
0.074912	1.43441
0.075441	1.27246
0.075971	1.12256
0.076499	1.03877
0.077026	1.00005
0.077555	1.02583
0.078085	1.10322
0.078612	1.23133
0.079143	1.38284
0.079675	1.50294
0.080210	1.69152
0.080740	1.86237
0.081269	2.02673
0.081799	2.15810
0.082326	2.24028
0.082853	2.26204
0.083382	2.22820
0.083911	2.14280
0.084440	2.00095
0.084969	1.83815
0.085498	1.64393
0.086026	1.45863
0.086557	1.27891
0.087084	1.13706
0.087613	1.04280
0.088140	1.00005
0.088667	1.02502
0.089196	1.09194
0.089727	1.21763
0.090256	1.37559
0.090785	1.55692
0.091314	1.74308
0.091842	1.93247
0.092370	2.09687
0.092898	2.20403
0.093427	2.25398
0.093955	2.25801
0.094484	2.19355
0.095012	2.08721
0.095541	1.93488
0.096069	1.74389
0.096596	1.55128
0.097124	1.35787
0.097652	1.19507
0.098179	1.07905
0.098708	1.01213
0.099236	1.00730
0.099764	1.06133
0.100292	1.17171
0.100820	1.31597
0.101350	1.49327
0.101877	1.68829
0.102407	1.86318
0.102935	2.03559
0.103464	2.16697
0.103991	2.24512
0.104519	2.26365
0.105048	2.22900
0.105580	2.14521
0.106108	2.00417
0.106636	1.83412
0.107164	1.64393
0.107693	1.45218
0.108222	1.27810
0.108748	1.13787
0.109278	1.04683
0.109806	1.00488
0.110334	1.01938
0.110865	1.10081
0.111392	1.22085
0.111920	1.39251
0.112449	1.58512
0.112976	1.77772
0.113505	1.95744
0.114032	2.10654
0.114561	2.21450
0.115089	2.26123
0.115618	2.24995
0.116146	2.18469
0.116675	2.07190
0.117206	1.92199
0.117733	1.73100
0.118262	1.54483
0.118791	1.36270
0.119320	1.20796
0.119848	1.08630
0.120377	1.01938
0.120908	1.02180
0.121436	1.04441
0.121964	1.14351
0.122492	1.29261
0.123020	1.47313
0.123548	1.66412
0.124077	1.84621
0.124605	2.02351
0.125133	2.15005
0.125663	2.23787
0.126191	2.26934
0.126719	2.23464
0.127249	2.14844
0.127776	2.02028
0.128305	1.83573
0.128832	1.64796
0.129359	1.44574
0.129887	1.27327
0.130415	1.12981
0.130943	1.03957
0.131472	1.00246
0.131998	1.02663
0.132527	1.11370
0.133055	1.25474
0.133583	1.41507
0.134111	1.61332
0.134639	1.80753
0.135167	1.99128
0.135695	1.59479
0.136398	1.18701
0.136928	1.34256
0.137456	1.53355
0.137984	1.71730
0.138513	1.90346
0.139041	2.06384
0.139570	2.18308
0.140099	2.25237
0.140626	2.25801
0.141153	2.21047
0.141683	2.10493
0.142211	1.95422
0.142739	1.77289
0.143267	1.57142
0.143798	1.46427
0.144334	1.28052
0.144862	1.13867
0.145392	1.04602
0.145919	1.00085
0.146447	1.02341
0.146974	1.10000
0.147503	1.22569
0.148032	1.39009
0.148560	1.58592
0.149088	1.76886
0.149616	1.95341
0.150144	2.11299
0.150671	2.21611
0.151200	2.26445
0.151730	2.24351
0.152258	2.18872
0.152786	2.07270
0.153313	1.90104
0.153841	1.70844
0.154369	1.52308
0.154898	1.33370
0.155426	1.17171
0.155954	1.06938
0.156483	1.00810
0.157012	1.00810
0.157541	1.06616
0.158068	1.17654
0.158596	1.33047
0.159124	1.51986
0.159653	1.70119
0.160181	1.90266
0.160709	2.05493
0.161238	2.18711
0.161766	2.24753
0.162293	2.26204
0.162823	2.21853
0.163352	2.11138
0.163880	1.96791
0.164409	1.78981
0.164937	1.59640
0.165465	1.39896
0.165993	1.24104
0.166521	1.11047
0.167051	1.03393
0.167580	1.00246
0.168108	1.03716
0.168636	1.11531
0.169165	1.25957
0.169693	1.42957
0.170221	1.62218
0.170749	1.80834
0.171277	1.98564
0.171805	2.12588
0.172334	2.22095
0.172862	2.26365
0.173389	2.23787
0.173916	2.15166
0.174444	2.01464
0.174972	1.85024
0.175499	1.64715
0.176027	1.44815
0.176554	1.26683
0.177082	1.13626
0.177612	1.04360
0.178141	1.00166
0.178671	1.01616
0.179199	1.09194
0.179728	1.20715
0.180258	1.36834
0.180786	1.55531
0.181315	1.73905
0.181843	1.92038
0.182372	2.08076
0.182899	2.19919
0.183427	2.25881
0.183954	2.25317
0.184482	2.19114
0.185011	2.08479
0.185540	1.93005
0.186068	1.75275
0.186597	1.55692
0.187126	1.38607
0.187655	1.22005
0.188185	1.09275
0.188712	1.01858
0.189241	1.00730
0.189770	1.04521
0.190297	1.14592
0.190825	1.28777
0.191355	1.46185
0.191884	1.65123
0.192412	1.84218
0.192941	2.01384
0.193470	2.14683
0.193998	2.23223
0.194526	2.26445
0.195055	2.23142
0.195584	2.15569
0.196113	2.03398
0.196641	1.85673
0.197169	1.66171
0.197697	1.46910
0.198225	1.29422
0.198753	1.14351
0.199281	1.04844
0.199809	1.00407
0.200337	1.02099
0.200865	1.09839
0.201392	1.24104
0.201922	1.38848
0.202452	1.56739
0.202980	1.76483
0.203508	1.93730
0.204037	2.08882
0.204564	2.19597
0.205094	2.25962
0.205622	2.25640
0.206151	2.19355
0.206678	2.07995
0.207207	1.93810
0.207737	1.80431
0.208273	1.62621
0.208802	1.44327
0.209332	1.26441
0.209860	1.12417
0.210387	1.03635
0.210915	1.00166
0.211445	1.02583
0.211975	1.10322
0.212501	1.23455
0.213030	1.40218
0.213557	1.59640
0.214087	1.79062
0.214615	1.96469
0.215144	2.11057
0.215671	2.21853
0.216199	2.26365
0.216728	2.24995
0.217256	2.17825
0.217784	2.04768
0.218312	1.89138
0.218841	1.70441
0.219371	1.51019
0.219898	1.33692
0.220426	1.18057
0.220955	1.06536
0.221482	1.00569
0.222009	1.01374
0.222539	1.07019
0.223068	1.17493
0.223598	1.32403
0.224126	1.50938
0.224654	1.70441
0.225183	1.89540
0.225710	2.05332
0.226239	2.17261
0.226768	2.24351
0.227299	2.26204
0.227827	2.22256
0.228355	2.12507
0.228883	1.98564
0.229412	1.80109
0.229940	1.62298
0.230470	1.44412
0.230998	1.27005
0.231528	1.12659
0.232055	1.03474
0.232584	1.00488
0.233112	1.01938
0.233640	1.10645
0.234168	1.24346
0.234695	1.41749
0.235224	1.59962
0.235753	1.78578
0.236282	1.97194
0.236809	2.11863
0.237337	2.22336
0.237866	2.26284
0.238394	2.24834
0.238922	2.17341
0.239451	2.05171
0.239978	1.88010
0.240506	1.69796
0.241035	1.50052
0.241563	1.33450
0.242093	1.17734
0.242620	1.06213
0.243149	1.00810
0.243676	1.00569
0.244206	1.06697
0.244737	1.17493
0.245265	1.32322
0.245793	1.49730
0.246323	1.68266
0.246852	1.87204
0.247381	2.03720
0.247909	2.16777
0.248438	2.24109
0.248965	2.26284
0.249492	2.21934
0.250021	2.12104
0.250549	1.98886
0.251079	1.80512
0.251606	1.60929
0.252134	1.42796
0.252663	1.25313
0.253191	1.11370
0.253719	1.02905
0.254248	1.00730
0.254776	1.03232
0.255304	1.11934
0.255833	1.24588
0.256362	1.42393
0.256891	1.60526
0.257419	1.79545
0.257948	1.97758
0.258474	2.12507
0.259003	2.22336
0.259531	2.26445
0.260059	2.24673
0.260587	2.17261
0.261116	2.04445
0.261645	1.88251
0.262174	1.69796
0.262702	1.51019
0.263231	1.32645
0.263759	1.17090
0.264288	1.06455
0.264816	1.00891
0.265345	1.01133
0.265872	1.07019
0.266401	1.17896
0.266930	1.33450
0.267459	1.50455
0.267987	1.71085
0.268515	1.89460
0.269043	2.05976
0.269571	2.18389
0.270098	2.25398
0.270626	2.24915
