Tiempo(s)	Voltaje(V)
0.000074	1.81237
0.000648	1.87607
0.001188	1.98725
0.001719	2.12507
0.002247	2.14521
0.002812	2.19919
0.003341	2.25559
0.003869	2.25720
0.004397	2.22578
0.004943	2.16697
0.005472	2.04123
0.005999	1.86640
0.006533	1.78900
0.007071	1.59479
0.007601	1.40943
0.008128	1.23782
0.008658	1.19185
0.009212	1.10806
0.009741	1.03066
0.010269	1.00569
0.010797	1.03232
0.011325	1.12981
0.011853	1.27246
0.012381	1.44412
0.012908	1.63668
0.013438	1.82043
0.013967	1.99531
0.014494	2.13877
0.015023	2.22820
0.015551	2.26284
0.016080	2.23948
0.016608	2.16052
0.017135	2.08721
0.017689	2.02190
0.018221	1.86640
0.018751	1.69232
0.019280	1.50455
0.019808	1.31355
0.020335	1.16768
0.020865	1.06536
0.021396	1.00569
0.021925	1.00971
0.022454	1.05569
0.022984	1.15237
0.023514	1.29019
0.024043	1.47716
0.024570	1.67621
0.025099	1.86076
0.025627	2.02673
0.026156	2.14844
0.026686	2.23545
0.027213	2.26284
0.027742	2.22820
0.028271	2.14360
0.028799	2.00578
0.029329	1.84379
0.029859	1.66493
0.030388	1.46910
0.030916	1.29905
0.031445	1.15237
0.031972	1.05005
0.032500	1.00166
0.033028	1.01938
0.033555	1.09678
0.034083	1.11611
0.034664	1.10725
0.035192	1.24266
0.035719	1.40862
0.036248	1.60123
0.036777	1.78175
0.037305	1.96066
0.037833	2.10976
0.038363	2.21772
0.038892	2.26284
0.039420	2.25801
0.039950	2.18389
0.040478	2.07512
0.041008	1.92038
0.041535	1.73583
0.042064	1.56014
0.042593	1.36995
0.043122	1.20554
0.043651	1.08711
0.044179	1.01616
0.044707	1.00730
0.045234	1.05730
0.045763	1.14995
0.046294	1.28374
0.046823	1.46588
0.047352	1.65204
0.047880	1.84621
0.048408	2.01142
0.048936	2.15166
0.049465	2.22417
0.049993	2.26687
0.050522	2.22175
0.051050	2.14763
0.051577	2.01303
0.052106	1.83976
0.052634	1.63910
0.053163	1.46346
0.053693	1.29986
0.054221	1.14190
0.054749	1.04844
0.055279	1.00649
0.055809	1.01535
0.056337	1.07905
0.056865	1.19588
0.057394	1.36028
0.057922	1.54322
0.058451	1.73905
0.058978	1.93569
0.059506	2.09284
0.060034	2.20081
0.060563	2.25479
0.061090	2.25317
0.061618	2.19678
0.062148	2.09204
0.062677	1.93730
0.063205	1.75758
0.063733	1.55047
0.064261	1.36592
0.064789	1.20554
0.065317	1.08711
0.065845	1.01535
0.066374	1.00488
0.066901	1.05408
0.067429	1.16445
0.067957	1.09033
0.068583	1.02019
0.069111	1.10081
0.069639	1.22407
0.070167	1.38768
0.070698	1.52228
0.071232	1.70360
0.071761	1.89379
0.072290	2.05090
0.072819	2.18550
0.073347	2.25317
0.073874	2.26284
0.074402	2.22095
0.074931	2.10574
0.075458	1.96066
0.075987	1.77531
0.076515	1.58351
0.077044	1.41668
0.077573	1.24427
0.078102	1.11047
0.078631	1.03232
0.079159	1.01455
0.079687	1.03796
0.080215	1.12981
0.080745	1.24427
0.081275	1.41668
0.081802	1.60929
0.082331	1.80109
0.082859	1.97678
0.083388	2.11702
0.083917	2.21692
0.084445	2.26204
0.084975	2.25156
0.085503	2.17905
0.086032	2.05654
0.086560	1.89621
0.087088	1.71810
0.087617	1.51341
0.088144	1.33531
0.088673	1.18379
0.089203	1.06697
0.089730	1.00488
0.090257	1.00327
0.090787	1.06777
0.091315	1.16768
0.091844	1.33128
0.092371	1.51664
0.092898	1.71327
0.093427	1.90024
0.093956	2.05493
0.094485	2.17905
0.095012	2.24995
0.095541	2.25640
0.096071	2.21853
0.096598	2.11299
0.097127	1.96389
0.097655	1.78336
0.098183	1.60123
0.098712	1.40460
0.099240	1.23863
0.099768	1.10564
0.100296	1.02663
0.100825	1.00488
0.101353	1.03635
0.101881	1.13142
0.102409	1.27972
0.102937	1.44412
0.103465	1.64313
0.103994	1.82848
0.104522	1.99853
0.105050	2.13635
0.105580	2.22336
0.106109	2.26123
0.106637	2.23787
0.107165	2.16052
0.107694	2.03559
0.108222	1.87043
0.108750	1.67702
0.109279	1.48280
0.109807	1.31517
0.110334	1.17332
0.110865	1.05810
0.111393	1.00810
0.111921	1.01294
0.112450	1.07905
0.112978	1.19990
0.113506	1.36673
0.114033	1.54000
0.114564	1.71810
0.115094	1.90024
0.115621	2.05815
0.116150	2.18389
0.116680	2.24834
0.117209	2.25640
0.117737	2.22256
0.118266	2.12104
0.118794	1.97194
0.119323	1.79948
0.119850	1.59801
0.120377	1.40621
0.120906	1.24749
0.121435	1.10886
0.121964	1.02341
0.122493	1.00166
0.123023	1.03313
0.123550	1.11934
0.124079	1.24991
0.124607	1.41910
0.125136	1.61412
0.125664	1.80512
0.126193	1.97678
0.126722	2.12588
0.127249	2.22417
0.127778	2.26123
0.128306	2.24190
0.128836	2.17664
0.129363	2.05171
0.129891	1.88412
0.130422	1.71166
0.130950	1.53678
0.131478	1.33370
0.132007	1.18218
0.132536	1.07744
0.133064	1.00971
0.133593	1.00488
0.134121	1.06213
0.134650	1.13787
0.135185	1.27972
0.135716	1.03066
0.136417	1.06374
0.136946	1.00488
0.137474	1.02019
0.138002	1.09355
0.138530	1.21682
0.139058	1.38123
0.139586	1.56739
0.140115	1.75758
0.140644	1.93488
0.141173	2.08237
0.141703	2.19597
0.142231	2.25559
0.142759	2.25720
0.143287	2.19194
0.143816	2.09123
0.144345	1.94294
0.144874	1.76886
0.145403	1.56739
0.145931	1.38848
0.146460	1.22649
0.146989	1.09597
0.147515	1.02099
0.148044	0.99763
0.148572	1.04844
0.149101	1.13948
0.149629	1.29422
0.150157	1.46507
0.150684	1.66412
0.151211	1.86076
0.151740	2.02592
0.152269	2.15327
0.152798	2.23706
0.153326	2.26607
0.153854	2.22336
0.154382	2.13555
0.154911	1.99209
0.155438	1.82445
0.155967	1.64554
0.156496	1.45379
0.157025	1.27810
0.157553	1.13787
0.158082	1.05327
0.158611	1.00246
0.159140	1.01858
0.159669	1.09194
0.160197	1.21843
0.160724	1.38607
0.161253	1.57464
0.161781	1.76645
0.162310	1.94536
0.162838	2.09768
0.163366	2.21370
0.163894	2.25076
0.164423	2.24915
0.164950	2.18308
0.165477	2.06706
0.166005	1.90266
0.166534	1.72858
0.167063	1.54000
0.167592	1.35545
0.168120	1.19104
0.168649	1.07422
0.169177	1.02019
0.169705	1.01213
0.170232	1.06938
0.170761	1.16607
0.171289	1.32564
0.171818	1.51100
0.172348	1.69555
0.172875	1.88412
0.173403	2.04929
0.173930	2.17502
0.174458	2.24753
0.174985	2.26043
0.175512	2.21047
0.176041	2.11138
0.176570	1.95905
0.177098	1.78175
0.177626	1.57545
0.178154	1.38687
0.178682	1.23052
0.179212	1.09919
0.179739	1.02260
0.180267	1.00085
0.180796	1.04119
0.181324	1.14109
0.181852	1.28455
0.182380	1.46185
0.182908	1.66090
0.183436	1.83171
0.183967	1.98725
0.184497	2.13796
0.185023	2.23062
0.185552	2.26284
0.186080	2.24190
0.186609	2.15730
0.187138	2.03156
0.187667	1.86157
0.188194	1.66493
0.188722	1.47152
0.189250	1.29905
0.189778	1.14753
0.190307	1.05166
0.190837	1.00730
0.191365	1.01697
0.191896	1.07341
0.192424	1.18782
0.192953	1.35223
0.193481	1.53275
0.194009	1.72697
0.194539	1.89621
0.195068	2.06545
0.195596	2.18711
0.196124	2.25398
0.196652	2.26123
0.197179	2.20645
0.197707	2.10574
0.198236	1.95180
0.198766	1.82607
0.199301	1.63910
0.199829	1.44085
0.200357	1.27488
0.200886	1.13223
0.201414	1.03716
0.201943	1.00005
0.202472	1.02019
0.203000	1.09436
0.203530	1.21038
0.204060	1.37801
0.204588	1.56417
0.205115	1.76645
0.205642	1.95422
0.206170	2.09526
0.206700	2.20161
0.207229	2.25720
0.207758	2.25720
0.208286	2.19033
0.208813	2.08157
0.209342	1.92683
0.209870	1.74066
0.210399	1.53275
0.210926	1.35223
0.211454	1.19265
0.211982	1.07422
0.212510	1.01294
0.213039	1.01213
0.213566	1.06697
0.214096	1.17009
0.214624	1.31919
0.215152	1.49166
0.215681	1.68588
0.216209	1.88332
0.216736	2.05332
0.217264	2.17180
0.217792	2.24592
0.218321	2.26204
0.218851	2.22014
0.219379	2.12829
0.219909	1.98483
0.220437	1.81881
0.220966	1.62540
0.221494	1.43199
0.222022	1.26683
0.222552	1.12739
0.223079	1.03635
0.223609	1.00085
0.224137	1.02824
0.224665	1.10242
0.225193	1.23863
0.225722	1.41346
0.226249	1.59317
0.226779	1.78417
0.227308	1.95825
0.227836	2.10332
0.228364	2.20403
0.228892	2.26123
0.229420	2.24834
0.229948	2.16374
0.230477	2.05896
0.231004	1.88896
0.231534	1.71810
0.232062	1.51019
0.232590	1.32967
0.233118	1.17493
0.233647	1.06455
0.234175	1.01616
0.234704	1.01052
0.235232	1.06536
0.235762	1.16929
0.236290	1.32564
0.236817	1.51502
0.237345	1.70602
0.237874	1.89218
0.238404	2.04768
0.238932	2.16938
0.239459	2.24915
0.239988	2.26284
0.240518	2.21853
0.241047	2.12346
0.241575	1.98000
0.242103	1.80431
0.242631	1.61976
0.243159	1.43602
0.243691	1.27408
0.244220	1.13545
0.244749	1.03716
0.245276	1.00327
0.245805	1.02099
0.246334	1.09839
0.246862	1.21763
0.247390	1.40218
0.247918	1.58351
0.248447	1.77772
0.248976	1.94858
0.249504	2.11379
0.250031	2.20161
0.250560	2.25479
0.251088	2.24834
0.251616	2.17744
0.252144	2.05896
0.252672	1.89782
0.253200	1.70441
0.253729	1.51905
0.254257	1.33611
0.254786	1.19185
0.255316	1.07986
0.255844	1.02502
0.256373	1.00810
0.256902	1.05891
0.257429	1.17332
0.257957	1.30630
0.258487	1.49649
0.259015	1.68910
0.259543	1.89218
0.260070	2.05251
0.260597	2.17502
0.261127	2.25801
0.261657	2.26526
0.262184	2.21772
0.262714	2.14521
0.263248	2.02592
0.263778	1.86640
0.264307	1.67863
0.264836	1.49408
0.265365	1.31114
0.265893	1.16607
0.266423	1.06455
0.266950	1.00488
0.267479	1.00971
0.268007	1.07825
0.268536	1.18540
0.269065	1.35303
0.269593	1.52791
0.270123	1.69957
0.270650	1.90185
