Frecuencia(Hz)	Magnitud(V)
0.00	0.02189
7.39	0.01057
14.78	0.01796
22.17	0.01208
29.56	0.02064
36.95	0.01591
44.34	0.02294
51.73	0.01837
59.12	0.03322
66.51	0.02830
73.90	0.06010
81.29	0.06218
88.68	0.28975
96.07	0.19136
103.46	0.09766
110.85	0.01580
118.24	0.04360
125.63	0.01222
133.02	0.02276
140.41	0.00618
147.80	0.02061
155.20	0.00595
162.59	0.01439
169.98	0.00291
177.37	0.01340
184.76	0.00272
192.15	0.00943
199.54	0.00062
206.93	0.00935
214.32	0.00279
221.71	0.00704
229.10	0.00074
236.49	0.00765
243.88	0.00161
251.27	0.00618
258.66	0.00083
266.05	0.00687
273.44	0.00146
280.83	0.00488
288.22	0.00065
295.61	0.00635
303.00	0.00018
310.39	0.00391
317.78	0.00075
325.17	0.00442
332.56	0.00045
339.95	0.00334
347.34	0.00022
354.73	0.00443
362.12	0.00029
369.51	0.00342
376.90	0.00084
384.29	0.00410
391.68	0.00041
399.07	0.00330
406.46	0.00088
413.85	0.00330
421.24	0.00085
428.63	0.00297
436.02	0.00123
443.41	0.00332
450.80	0.00107
458.20	0.00268
465.59	0.00108
472.98	0.00268
480.37	0.00034
487.76	0.00205
495.15	0.00102
502.54	0.00241
509.93	0.00043
517.32	0.00243
524.71	0.00094
532.10	0.00244
539.49	0.00056
546.88	0.00237
554.27	0.00136
561.66	0.00228
569.05	0.00090
576.44	0.00137
583.83	0.00095
591.22	0.00182
598.61	0.00065
606.00	0.00217
613.39	0.00136
620.78	0.00161
628.17	0.00088
635.56	0.00146
642.95	0.00095
650.34	0.00175
657.73	0.00078
665.12	0.00168
672.51	0.00142
679.90	0.00166
687.29	0.00087
694.68	0.00142
702.07	0.00088
709.46	0.00152
716.85	0.00071
724.24	0.00143
731.63	0.00089
739.02	0.00125
746.41	0.00070
753.81	0.00153
761.20	0.00108
768.59	0.00125
775.98	0.00101
783.37	0.00172
790.76	0.00105
798.15	0.00130
805.54	0.00083
812.93	0.00144
820.32	0.00091
827.71	0.00182
835.10	0.00123
842.49	0.00116
849.88	0.00144
857.27	0.00091
864.66	0.00062
872.05	0.00146
879.44	0.00071
886.83	0.00187
894.22	0.00090
901.61	0.00124
909.00	0.00144
916.39	0.00076
923.78	0.00103
931.17	0.00159
938.56	0.00097
