Tiempo(s)	Voltaje(V)
0.066874	1.70280
0.067402	1.51502
0.067929	1.62943
0.068556	1.82043
0.069084	1.63265
0.069612	1.43521
0.070140	1.25152
0.070668	1.11934
0.071197	1.02824
0.071725	1.00085
0.072254	1.02744
0.072783	1.10725
0.073312	1.24024
0.073839	1.41588
0.074368	1.59398
0.074896	1.79303
0.075423	1.97033
0.075952	2.11782
0.076480	2.21289
0.077008	2.25801
0.077536	2.24592
0.078064	2.17180
0.078592	2.03640
0.079120	1.87284
0.079648	1.84621
0.080201	1.70602
0.080735	1.53033
0.081265	1.35142
0.081794	1.19507
0.082325	1.08308
0.082854	1.01616
0.083382	0.99199
0.083910	1.05166
0.084437	1.16687
0.084965	1.32322
0.085493	1.50294
0.086021	1.69474
0.086550	1.88090
0.087078	2.04204
0.087606	2.17261
0.088134	2.24753
0.088662	2.26204
0.089191	2.21128
0.089718	2.11943
0.090246	1.97758
0.090775	1.80190
0.091304	1.60365
0.091832	1.42313
0.092360	1.24427
0.092889	1.10967
0.093417	1.03066
0.093946	1.00166
0.094474	1.03474
0.095001	1.12175
0.095530	1.26602
0.096057	1.44246
0.096584	1.62862
0.097114	1.82204
0.097642	2.00095
0.098169	2.14038
0.098698	2.23787
0.099226	2.26123
0.099756	2.23706
0.100285	2.16455
0.100813	2.02995
0.101341	1.86962
0.101868	1.67621
0.102397	1.47232
0.102925	1.29986
0.103453	1.14995
0.103980	1.04924
0.104509	1.00649
0.105038	1.01374
0.105566	1.08791
0.106095	1.19829
0.106624	1.36592
0.107152	1.55853
0.107680	1.74389
0.108209	1.93166
0.108737	2.08479
0.109265	2.19678
0.109793	2.25237
0.110322	2.25559
0.110854	2.20403
0.111382	2.10010
0.111911	1.96550
0.112440	1.78820
0.112969	1.60043
0.113498	1.41426
0.114027	1.24507
0.114556	1.11531
0.115084	1.02744
0.115610	1.00005
0.116138	1.03877
0.116665	1.13464
0.117194	1.27005
0.117723	1.43843
0.118253	1.61976
0.118781	1.80753
0.119309	1.99531
0.119837	2.13555
0.120364	2.22981
0.120892	2.26043
0.121420	2.23948
0.121950	2.15247
0.122478	2.02351
0.123006	1.85024
0.123535	1.66976
0.124062	1.46829
0.124591	1.30066
0.125119	1.14834
0.125646	1.04844
0.126174	1.00246
0.126702	1.02502
0.127230	1.09758
0.127759	1.22085
0.128289	1.37640
0.128818	1.56095
0.129345	1.77289
0.129874	1.92521
0.130402	2.09687
0.130929	2.20161
0.131459	2.25559
0.131987	2.25720
0.132515	2.18872
0.133044	2.07834
0.133572	1.91877
0.134100	1.73502
0.134627	1.53678
0.135156	1.34820
0.135684	1.75517
0.136387	2.12829
0.136916	1.99209
0.137444	1.80995
0.137972	1.61896
0.138500	1.42474
0.139028	1.25555
0.139557	1.11611
0.140085	1.04119
0.140615	1.00246
0.141143	1.02099
0.141673	1.10564
0.142201	1.24104
0.142729	1.39654
0.143257	1.60526
0.143787	1.73019
0.144322	1.90910
0.144853	2.05412
0.145382	2.18066
0.145910	2.25479
0.146437	2.26043
0.146966	2.20967
0.147495	2.11460
0.148023	1.95583
0.148551	1.79867
0.149082	1.60607
0.149610	1.42232
0.150139	1.25796
0.150668	1.12175
0.151197	1.04683
0.151727	1.00569
0.152254	1.02905
0.152782	1.12014
0.153309	1.25796
0.153836	1.42957
0.154365	1.63185
0.154892	1.82526
0.155419	1.99611
0.155948	2.13716
0.156476	2.23384
0.157003	2.26043
0.157531	2.23384
0.158060	2.15005
0.158587	2.02109
0.159116	1.85995
0.159646	1.66574
0.160174	1.47555
0.160702	1.30308
0.161232	1.14834
0.161759	1.05085
0.162287	1.00488
0.162814	1.01858
0.163343	1.09436
0.163870	1.22246
0.164398	1.39493
0.164926	1.58028
0.165453	1.77209
0.165981	1.95744
0.166510	2.10332
0.167038	2.21531
0.167566	2.25640
0.168093	2.24753
0.168622	2.17905
0.169150	2.04445
0.169679	1.88251
0.170208	1.71649
0.170737	1.51100
0.171264	1.33289
0.171792	1.17815
0.172319	1.06374
0.172848	1.01133
0.173377	1.01213
0.173904	1.07744
0.174432	1.19668
0.174960	1.34820
0.175489	1.52791
0.176018	1.71730
0.176546	1.90427
0.177074	2.06304
0.177602	2.17986
0.178132	2.24673
0.178661	2.26043
0.179189	2.21209
0.179717	2.10896
0.180246	1.96550
0.180773	1.79706
0.181304	1.59881
0.181832	1.41507
0.182360	1.24991
0.182889	1.10886
0.183418	1.02824
0.183947	1.00246
0.184474	1.03066
0.185003	1.10806
0.185532	1.24991
0.186061	1.42796
0.186588	1.61573
0.187116	1.81479
0.187643	1.99370
0.188172	2.13152
0.188700	2.22739
0.189228	2.26123
0.189756	2.24028
0.190285	2.16616
0.190814	2.03801
0.191342	1.87284
0.191871	1.68507
0.192399	1.49730
0.192927	1.31275
0.193456	1.16445
0.193985	1.06374
0.194513	1.01052
0.195042	1.00730
0.195571	1.07583
0.196099	1.19185
0.196627	1.34498
0.197156	1.52630
0.197684	1.72294
0.198212	1.89863
0.198742	2.05734
0.199271	2.17986
0.199800	2.24592
0.200328	2.25640
0.200857	2.21531
0.201385	2.11057
0.201912	1.97517
0.202442	1.79545
0.202970	1.60284
0.203498	1.41265
0.204027	1.23455
0.204555	1.10725
0.205083	1.03232
0.205613	0.99843
0.206143	1.03232
0.206671	1.11772
0.207199	1.25474
0.207727	1.39896
0.208260	1.57787
0.208788	1.77772
0.209316	1.96872
0.209843	2.09687
0.210371	2.21209
0.210901	2.25640
0.211430	2.25237
0.211958	2.18711
0.212488	2.07270
0.213015	1.90588
0.213543	1.73180
0.214072	1.53194
0.214599	1.35142
0.215129	1.18943
0.215658	1.07825
0.216186	1.01052
0.216714	1.00569
0.217243	1.05247
0.217773	1.15317
0.218301	1.29986
0.218831	1.46749
0.219360	1.66171
0.219888	1.84943
0.220417	2.01867
0.220945	2.15488
0.221473	2.23142
0.222002	2.26284
0.222531	2.22900
0.223058	2.14441
0.223587	2.00498
0.224116	1.83896
0.224644	1.64232
0.225171	1.45218
0.225701	1.27972
0.226228	1.14109
0.226757	1.03474
0.227285	1.00166
0.227815	1.01938
0.228345	1.08791
0.228872	1.20957
0.229400	1.38365
0.229929	1.56498
0.230458	1.75919
0.230985	1.94938
0.231514	2.09526
0.232042	2.19758
0.232570	2.24109
0.233099	2.25640
0.233628	2.18872
0.234155	2.07512
0.234683	1.91716
0.235211	1.73019
0.235740	1.53919
0.236268	1.37156
0.236796	1.20796
0.237325	1.08469
0.237856	1.02019
0.238384	1.00649
0.238913	1.04844
0.239442	1.14512
0.239971	1.29422
0.240498	1.46910
0.241025	1.66090
0.241555	1.84943
0.242084	2.01545
0.242612	2.16374
0.243140	2.23303
0.243668	2.26934
0.244196	2.23384
0.244724	2.13877
0.245252	2.00417
0.245780	1.82043
0.246309	1.62862
0.246837	1.43602
0.247365	1.26280
0.247893	1.12820
0.248422	1.03957
0.248950	0.99199
0.249478	1.03796
0.250006	1.11047
0.250533	1.25474
0.251061	1.42313
0.251590	1.58995
0.252119	1.79464
0.252648	1.96630
0.253176	2.11138
0.253705	2.21128
0.254234	2.26284
0.254762	2.24592
0.255290	2.17905
0.255818	2.05251
0.256345	1.88896
0.256874	1.70280
0.257402	1.51664
0.257931	1.34175
0.258461	1.17815
0.258989	1.06536
0.259517	1.00891
0.260045	1.00810
0.260572	1.06858
0.261100	1.18218
0.261630	1.33209
0.262157	1.51905
0.262685	1.71408
0.263215	1.89621
0.263743	2.05009
0.264273	2.17502
0.264802	2.24753
0.265330	2.25398
0.265857	2.21450
0.266386	2.11138
0.266914	1.95583
0.267442	1.78578
0.267970	1.59398
0.268499	1.40782
0.269027	1.23943
0.269555	1.10806
0.270083	1.02180
0.270611	1.00730
