Tiempo(s)	Voltaje(V)
0.096596	1.81962
0.097123	1.61171
0.097650	1.40782
0.098179	1.23133
0.098707	1.09436
0.099234	1.01535
0.099761	1.00649
0.100289	1.06697
0.100817	1.18379
0.101346	1.35626
0.101873	1.55128
0.102403	1.76645
0.102932	1.95583
0.103459	2.11540
0.103986	2.22095
0.104515	2.26284
0.105042	2.23626
0.105573	2.14280
0.106102	1.99370
0.106631	1.80431
0.107159	1.59962
0.107688	1.39412
0.108217	1.21763
0.108745	1.08872
0.109273	1.01455
0.109800	1.00891
0.110329	1.07100
0.110861	1.20715
0.111391	1.37720
0.111918	1.56981
0.112446	1.78175
0.112973	1.97275
0.113502	2.12507
0.114029	2.22659
0.114559	2.26204
0.115087	2.23223
0.115617	2.13474
0.116144	1.98081
0.116672	1.78820
0.117200	1.57787
0.117729	1.38365
0.118257	1.19990
0.118785	1.08147
0.119313	1.01374
0.119842	1.01052
0.120370	1.07905
0.120898	1.20877
0.121427	1.38445
0.121954	1.58834
0.122482	1.79303
0.123011	1.98564
0.123539	2.13796
0.124068	2.23223
0.124596	2.26123
0.125126	2.22820
0.125653	2.12829
0.126181	1.96872
0.126708	1.77611
0.127237	1.56578
0.127765	1.36915
0.128293	1.19346
0.128821	1.07019
0.129349	1.01052
0.129880	1.01858
0.130408	1.08953
0.130937	1.22085
0.131464	1.39976
0.131993	1.59881
0.132520	1.80753
0.133049	1.99209
0.133578	2.14683
0.134106	2.23787
0.134636	2.26284
0.135165	2.21772
0.135692	2.08882
0.136396	1.89218
0.136926	1.69393
0.137454	1.48602
0.137983	1.28938
0.138511	1.14109
0.139039	1.03716
0.139567	1.00488
0.140097	1.03957
0.140626	1.13626
0.141154	1.29261
0.141682	1.47877
0.142211	1.69152
0.142748	1.89138
0.143279	2.07270
0.143807	2.19194
0.144336	2.25801
0.144863	2.25317
0.145391	2.18308
0.145919	2.05251
0.146447	1.87365
0.146976	1.66976
0.147505	1.46588
0.148035	1.28052
0.148562	1.12336
0.149090	1.03232
0.149619	1.00166
0.150146	1.04199
0.150675	1.14834
0.151203	1.31033
0.151732	1.50052
0.152263	1.71085
0.152791	1.90507
0.153320	2.07190
0.153848	2.19758
0.154376	2.26768
0.154904	2.24834
0.155432	2.17261
0.155959	2.03881
0.156488	1.86157
0.157015	1.65526
0.157543	1.45218
0.158071	1.26521
0.158599	1.11692
0.159128	1.02502
0.159655	1.00407
0.160183	1.05005
0.160711	1.15640
0.161239	1.31597
0.161766	1.51180
0.162295	1.72213
0.162823	1.92038
0.163352	2.09123
0.163882	2.20967
0.164409	2.26123
0.164937	2.24915
0.165465	2.16616
0.165995	2.02673
0.166523	1.84379
0.167052	1.64152
0.167579	1.43763
0.168107	1.25232
0.168637	1.10886
0.169164	1.02583
0.169694	1.00246
0.170222	1.05327
0.170750	1.16687
0.171278	1.33289
0.171808	1.53033
0.172338	1.73905
0.172866	1.94133
0.173395	2.09929
0.173924	2.21289
0.174451	2.25881
0.174980	2.24190
0.175509	2.15972
0.176037	2.01626
0.176565	1.82768
0.177095	1.62701
0.177624	1.42152
0.178151	1.23943
0.178679	1.10161
0.179208	1.02180
0.179736	1.00488
0.180265	1.06213
0.180793	1.17815
0.181321	1.35142
0.181849	1.55047
0.182377	1.75436
0.182905	1.94777
0.183433	2.10976
0.183960	2.21370
0.184489	2.25881
0.185017	2.24190
0.185547	2.14521
0.186074	2.00175
0.186602	1.82043
0.187132	1.60687
0.187660	1.40782
0.188189	1.22488
0.188717	1.09275
0.189246	1.01697
0.189774	1.01052
0.190304	1.06858
0.190832	1.17976
0.191361	1.36270
0.191889	1.56256
0.192416	1.76886
0.192944	1.96147
0.193472	2.11782
0.193999	2.22578
0.194528	2.26365
0.195056	2.24028
0.195583	2.13957
0.196112	1.99047
0.196641	1.80512
0.197170	1.59237
0.197698	1.39412
0.198226	1.21843
0.198754	1.08711
0.199282	1.01294
0.199809	1.00891
0.200337	1.07261
0.200867	1.19507
0.201395	1.36512
0.201923	1.57142
0.202450	1.78336
0.202978	1.97436
0.203506	2.13152
0.204036	2.23142
0.204564	2.27014
0.205092	2.22820
0.205621	2.13071
0.206152	1.97517
0.206687	1.78578
0.207217	1.57706
0.207746	1.37559
0.208274	1.19990
0.208801	1.07502
0.209330	1.01616
0.209858	1.01052
0.210386	1.08389
0.210915	1.21521
0.211444	1.39090
0.211974	1.59317
0.212504	1.79948
0.213032	1.98967
0.213559	2.14038
0.214089	2.23626
0.214617	2.26365
0.215144	2.22498
0.215673	2.12185
0.216201	1.96308
0.216730	1.76645
0.217259	1.56336
0.217787	1.36028
0.218317	1.18862
0.218846	1.06536
0.219372	1.00891
0.219901	1.01455
0.220429	1.09275
0.220958	1.22407
0.221486	1.41507
0.222016	1.60445
0.222543	1.82445
0.223071	2.00256
0.223599	2.14602
0.224127	2.24028
0.224655	2.26687
0.225182	2.21772
0.225709	2.10976
0.226237	1.94938
0.226764	1.75839
0.227292	1.54564
0.227820	1.34900
0.228349	1.18298
0.228877	1.06213
0.229405	1.00569
0.229934	1.01858
0.230462	1.09758
0.230989	1.23782
0.231517	1.42474
0.232047	1.62137
0.232576	1.83090
0.233104	2.01464
0.233634	2.15810
0.234162	2.24431
0.234690	2.25962
0.235218	2.19919
0.235747	2.09929
0.236276	1.93569
0.236805	1.73986
0.237333	1.53194
0.237861	1.33531
0.238389	1.17171
0.238918	1.05408
0.239446	1.00407
0.239974	1.02260
0.240503	1.10806
0.241031	1.24749
0.241558	1.43360
0.242089	1.63588
0.242617	1.84540
0.243144	2.02431
0.243672	2.16858
0.244201	2.24995
0.244731	2.26043
0.245261	2.20725
0.245789	2.08962
0.246318	1.92199
0.246846	1.72213
0.247375	1.51583
0.247905	1.31839
0.248434	1.15640
0.248961	1.04763
0.249488	1.00327
0.250016	1.02824
0.250545	1.11692
0.251072	1.26763
0.251599	1.44654
0.252127	1.65768
0.252655	1.85995
0.253183	2.03720
0.253712	2.17986
0.254240	2.24995
0.254769	2.26284
0.255299	2.19678
0.255829	2.08076
0.256357	1.90588
0.256884	1.70602
0.257415	1.50052
0.257943	1.30872
0.258470	1.14834
0.258997	1.03957
0.259527	1.00246
0.260055	1.03066
0.260582	1.12498
0.261112	1.27408
0.261640	1.46507
0.262168	1.67299
0.262697	1.87123
0.263224	2.05090
0.263751	2.18147
0.264280	2.25076
0.264809	2.25640
0.265336	2.19275
0.265865	2.06706
0.266393	1.89782
0.266922	1.69313
0.267451	1.48602
0.267979	1.29664
0.268508	1.14109
0.269036	1.03635
0.269566	1.00327
0.270095	1.03716
0.270630	1.13545
