Tiempo(s)	Voltaje(V)
0.059572	2.22256
0.060100	2.11299
0.060628	1.95744
0.061155	1.76564
0.061683	1.55692
0.062212	1.36190
0.062739	1.18701
0.063267	1.06697
0.063796	1.01294
0.064324	1.02180
0.064854	1.09114
0.065382	1.23052
0.065911	1.40540
0.066439	1.61090
0.066968	1.81801
0.067496	2.00578
0.068023	2.15730
0.068648	2.25156
0.069177	2.25881
0.069705	2.20322
0.070235	2.08076
0.070764	1.90910
0.071294	1.71327
0.071822	1.50455
0.072349	1.31033
0.072878	1.15156
0.073406	1.04360
0.073933	1.00488
0.074462	1.02502
0.074999	1.12336
0.075530	1.27488
0.076059	1.46588
0.076586	1.66896
0.077114	1.87446
0.077642	2.05090
0.078170	2.18308
0.078699	2.25156
0.079228	2.25479
0.079756	2.19275
0.080284	2.06787
0.080814	1.89782
0.081343	1.69474
0.081872	1.48119
0.082399	1.29502
0.082928	1.13626
0.083457	1.03877
0.083985	1.00649
0.084513	1.03957
0.085042	1.13545
0.085571	1.29019
0.086100	1.47877
0.086628	1.68991
0.087157	1.88735
0.087683	2.06384
0.088212	2.19194
0.088740	2.25479
0.089269	2.25559
0.089797	2.18550
0.090324	2.05412
0.090853	1.88171
0.091380	1.68104
0.091908	1.47393
0.092436	1.27972
0.092964	1.12820
0.093492	1.03474
0.094020	1.00327
0.094548	1.04521
0.095077	1.14270
0.095606	1.30550
0.096133	1.49085
0.096661	1.70280
0.097190	1.90104
0.097718	2.07351
0.098247	2.19839
0.098776	2.25640
0.099304	2.25076
0.099833	2.18389
0.100360	2.04445
0.100889	1.87365
0.101418	1.66412
0.101948	1.45299
0.102476	1.26924
0.103004	1.11853
0.103533	1.02663
0.104064	1.00407
0.104593	1.04844
0.105120	1.15962
0.105648	1.31194
0.106178	1.51905
0.106706	1.71810
0.107233	1.91716
0.107760	2.08237
0.108287	2.20645
0.108816	2.25962
0.109343	2.24995
0.109871	2.17261
0.110399	2.03317
0.110929	1.85265
0.111458	1.64554
0.111987	1.44166
0.112515	1.25635
0.113043	1.10967
0.113573	1.02341
0.114101	1.00649
0.114628	1.05166
0.115156	1.16445
0.115685	1.32806
0.116213	1.52389
0.116741	1.73100
0.117271	1.93247
0.117801	2.09284
0.118329	2.20886
0.118857	2.26284
0.119385	2.24109
0.119914	2.16133
0.120441	2.01867
0.120969	1.83896
0.121496	1.63346
0.122025	1.42474
0.122553	1.24668
0.123081	1.10081
0.123610	1.02180
0.124140	1.00246
0.124667	1.06213
0.125196	1.17332
0.125724	1.33934
0.126252	1.53678
0.126780	1.74791
0.127308	1.94133
0.127835	2.11138
0.128366	2.21531
0.128893	2.26123
0.129421	2.24190
0.129948	2.15810
0.130478	2.00739
0.131006	1.82607
0.131533	1.61332
0.132061	1.41426
0.132590	1.23133
0.133116	1.09597
0.133645	1.01777
0.134173	1.00810
0.134701	1.06294
0.135230	1.18218
0.135759	1.38687
0.136463	1.62137
0.136992	1.83251
0.137520	2.01142
0.138048	2.15730
0.138578	2.24431
0.139112	2.26284
0.139641	2.21209
0.140169	2.10090
0.140697	1.93408
0.141224	1.73905
0.141754	1.53033
0.142281	1.33289
0.142808	1.16687
0.143337	1.05730
0.143867	1.00730
0.144395	1.02099
0.144923	1.10886
0.145451	1.25152
0.145979	1.43038
0.146508	1.63829
0.147035	1.84379
0.147564	2.02834
0.148093	2.16374
0.148621	2.24753
0.149149	2.25962
0.149676	2.20725
0.150207	2.09043
0.150737	1.92119
0.151265	1.72133
0.151793	1.51341
0.152322	1.32161
0.152851	1.15559
0.153380	1.05005
0.153908	1.00488
0.154437	1.02663
0.154965	1.11611
0.155494	1.26199
0.156023	1.45218
0.156551	1.66010
0.157081	1.85995
0.157609	2.04204
0.158137	2.17583
0.158665	2.25398
0.159195	2.26123
0.159723	2.19436
0.160252	2.07834
0.160783	1.90427
0.161311	1.70360
0.161840	1.49488
0.162369	1.30469
0.162896	1.14512
0.163426	1.04038
0.163953	1.00005
0.164482	1.03393
0.165010	1.13062
0.165537	1.27891
0.166065	1.46668
0.166593	1.67702
0.167121	1.86962
0.167650	2.05332
0.168178	2.18469
0.168706	2.25317
0.169234	2.25640
0.169762	2.19355
0.170291	2.06545
0.170820	1.89138
0.171348	1.69232
0.171876	1.48521
0.172406	1.29261
0.172934	1.13706
0.173462	1.04038
0.173990	1.00166
0.174519	1.03635
0.175047	1.13948
0.175577	1.29502
0.176106	1.48844
0.176632	1.69232
0.177159	1.88896
0.177688	2.06626
0.178215	2.18791
0.178743	2.25317
0.179270	2.25398
0.179799	2.18389
0.180328	2.04445
0.180858	1.87687
0.181385	1.67702
0.181913	1.46829
0.182441	1.27891
0.182971	1.12659
0.183500	1.03393
0.184028	1.00246
0.184556	1.04199
0.185085	1.14753
0.185614	1.30228
0.186142	1.49488
0.186670	1.70441
0.187199	1.90668
0.187728	2.07512
0.188257	2.19839
0.188785	2.25881
0.189314	2.25237
0.189843	2.17744
0.190371	2.04204
0.190899	1.86237
0.191428	1.65768
0.191956	1.44246
0.192483	1.26602
0.193014	1.11853
0.193543	1.03232
0.194072	1.00569
0.194601	1.05085
0.195130	1.15801
0.195658	1.31597
0.196187	1.51019
0.196715	1.72213
0.197243	1.91957
0.197773	2.08962
0.198301	2.20806
0.198831	2.25962
0.199360	2.24351
0.199889	2.16616
0.200418	2.02673
0.200946	1.84701
0.201473	1.64071
0.202001	1.43521
0.202531	1.24910
0.203064	1.10645
0.203596	1.02099
0.204123	1.00407
0.204652	1.05649
0.205181	1.17090
0.205709	1.33611
0.206237	1.53355
0.206765	1.74228
0.207294	1.93730
0.207823	2.10654
0.208352	2.21611
0.208880	2.26123
0.209409	2.24431
0.209936	2.15972
0.210464	2.01142
0.210993	1.82848
0.211522	1.62460
0.212050	1.41990
0.212579	1.23374
0.213106	1.09758
0.213636	1.01535
0.214164	1.00730
0.214693	1.05972
0.215221	1.18379
0.215749	1.34739
0.216278	1.55289
0.216805	1.75839
0.217333	1.94938
0.217862	2.11057
0.218390	2.21853
0.218919	2.26445
0.219447	2.23867
0.219976	2.15085
0.220503	2.00175
0.221031	1.81237
0.221560	1.60929
0.222088	1.40379
0.222617	1.22166
0.223147	1.08953
0.223674	1.01697
0.224204	1.01052
0.224733	1.07261
0.225263	1.19024
0.225791	1.36109
0.226318	1.56417
0.226848	1.77611
0.227377	1.96711
0.227904	2.14038
0.228434	2.22578
0.228963	2.26445
0.229490	2.23142
0.230020	2.13716
0.230549	1.98564
0.231078	1.79787
0.231605	1.58673
0.232133	1.38526
0.232663	1.21279
0.233193	1.08066
0.233722	1.01052
0.234250	0.99682
0.234778	1.08711
0.235305	1.20474
0.235834	1.38445
0.236364	1.58270
0.236892	1.78900
0.237420	1.97919
0.237948	2.13393
0.238477	2.23062
0.239004	2.26687
0.239533	2.22659
0.240061	2.12910
0.240590	1.97355
0.241119	1.78739
0.241647	1.56336
0.242175	1.37237
0.242702	1.20393
0.243228	1.06777
0.243756	1.00005
0.244285	1.01455
0.244813	1.08630
0.245340	1.21682
0.245868	1.39654
0.246398	1.58753
0.246928	1.80190
0.247456	1.99289
0.247984	2.14280
0.248513	2.23706
0.249041	2.26204
0.249568	2.22256
0.250097	2.11782
0.250625	1.95664
0.251154	1.76725
0.251683	1.56175
0.252213	1.36190
0.252742	1.18540
0.253271	1.06697
0.253797	1.00488
0.254325	1.01697
0.254854	1.09355
0.255382	1.22891
0.255912	1.40782
0.256439	1.61171
0.256967	1.81962
0.257495	2.00095
0.258023	2.15005
0.258551	2.24028
0.259080	2.26687
0.259608	2.21853
0.260136	2.10735
0.260665	1.95019
0.261193	1.75033
0.261720	1.54242
0.262249	1.34820
0.262777	1.17573
0.263305	1.06052
0.263833	1.00488
0.264361	1.01938
0.264889	1.10000
0.265419	1.24185
0.265948	1.41910
0.266478	1.62782
0.267013	1.83735
0.267544	2.02190
0.268073	2.16133
0.268604	2.24753
0.269132	2.25801
0.269661	2.21047
0.270190	2.09284
0.270719	1.93005
