Tiempo(s)	Voltaje(V)
0.066894	2.12910
0.067422	2.22900
0.067954	2.26526
0.068581	2.21289
0.069110	2.10332
0.069638	1.94052
0.070166	1.74066
0.070695	1.53678
0.071223	1.33611
0.071751	1.18057
0.072279	1.05569
0.072808	1.00971
0.073337	1.02663
0.073867	1.10725
0.074396	1.24427
0.074924	1.42232
0.075454	1.63346
0.075981	1.84540
0.076510	2.01384
0.077039	2.15247
0.077568	2.24673
0.078099	2.26043
0.078636	2.20886
0.079167	2.08398
0.079696	1.91555
0.080226	1.71891
0.080755	1.51422
0.081283	1.32242
0.081811	1.15881
0.082339	1.05005
0.082867	0.99843
0.083396	1.02824
0.083924	1.13062
0.084451	1.26844
0.084979	1.45057
0.085510	1.66976
0.086039	1.85588
0.086568	2.03237
0.087095	2.17905
0.087623	2.25962
0.088150	2.25398
0.088679	2.20322
0.089208	2.08398
0.089736	1.90266
0.090265	1.70199
0.090794	1.50616
0.091324	1.30550
0.091853	1.14673
0.092381	1.04119
0.092910	1.00649
0.093439	1.02663
0.093967	1.11531
0.094494	1.27327
0.095023	1.45702
0.095550	1.67379
0.096079	1.88251
0.096608	2.03881
0.097138	2.17905
0.097667	2.24995
0.098195	2.26043
0.098723	2.19436
0.099251	2.07029
0.099778	1.88412
0.100307	1.69152
0.100836	1.48924
0.101365	1.29019
0.101893	1.14351
0.102421	1.04280
0.102950	1.00005
0.103477	1.04360
0.104007	1.13464
0.104534	1.29019
0.105062	1.47957
0.105591	1.68910
0.106120	1.88654
0.106648	2.06867
0.107177	2.19194
0.107706	2.25479
0.108235	2.25076
0.108763	2.18469
0.109292	2.05573
0.109821	1.87768
0.110348	1.67138
0.110880	1.46829
0.111408	1.27005
0.111935	1.12498
0.112464	1.02824
0.112991	1.00971
0.113520	1.03555
0.114048	1.13787
0.114575	1.29986
0.115103	1.49810
0.115631	1.69796
0.116158	1.90024
0.116685	2.07190
0.117214	2.18550
0.117742	2.25881
0.118271	2.24431
0.118799	2.17825
0.119328	2.03720
0.119857	1.85754
0.120386	1.66171
0.120913	1.45621
0.121440	1.26521
0.121970	1.12578
0.122497	1.02744
0.123027	0.99763
0.123556	1.04360
0.124084	1.15720
0.124611	1.31919
0.125139	1.50052
0.125668	1.71488
0.126198	1.91796
0.126726	2.08640
0.127254	2.20000
0.127784	2.26768
0.128312	2.24592
0.128842	2.16616
0.129369	2.02512
0.129899	1.84782
0.130429	1.64071
0.130958	1.43521
0.131487	1.25474
0.132015	1.10886
0.132542	1.02341
0.133074	0.99279
0.133600	1.04763
0.134128	1.15881
0.134656	1.33692
0.135186	1.52389
0.135714	1.76483
0.136416	1.99289
0.136944	2.13877
0.137472	2.23062
0.138000	2.26365
0.138527	2.22256
0.139056	2.12104
0.139586	1.96308
0.140113	1.77047
0.140641	1.56014
0.141169	1.35464
0.141701	1.18943
0.142230	1.06536
0.142764	1.00246
0.143293	1.01777
0.143823	1.09678
0.144351	1.22730
0.144879	1.41024
0.145408	1.61412
0.145936	1.81962
0.146465	2.00820
0.146993	2.14844
0.147521	2.24431
0.148049	2.26365
0.148578	2.21128
0.149106	2.10735
0.149635	1.94374
0.150163	1.75436
0.150691	1.54242
0.151219	1.34014
0.151748	1.17976
0.152276	1.05166
0.152805	1.00407
0.153334	1.02019
0.153864	1.10483
0.154391	1.24346
0.154919	1.42554
0.155446	1.62862
0.155975	1.83815
0.156504	2.01948
0.157032	2.15891
0.157561	2.24270
0.158088	2.25398
0.158616	2.21450
0.159144	2.09848
0.159672	1.93005
0.160201	1.73502
0.160731	1.52630
0.161259	1.32564
0.161787	1.15962
0.162315	1.05247
0.162844	1.00488
0.163371	1.02099
0.163900	1.10725
0.164427	1.25957
0.164956	1.44005
0.165486	1.64554
0.166015	1.85024
0.166543	2.03156
0.167071	2.17019
0.167599	2.24512
0.168126	2.25720
0.168655	2.20645
0.169184	2.08398
0.169712	1.92441
0.170240	1.71972
0.170767	1.51261
0.171295	1.31678
0.171824	1.15479
0.172353	1.05327
0.172880	1.00649
0.173409	1.02824
0.173937	1.11692
0.174464	1.26763
0.174991	1.45540
0.175520	1.65526
0.176048	1.86318
0.176575	2.04929
0.177103	2.17180
0.177632	2.24915
0.178161	2.26123
0.178689	2.19517
0.179218	2.07351
0.179746	1.90024
0.180274	1.71488
0.180802	1.49649
0.181328	1.30630
0.181855	1.14995
0.182384	1.04119
0.182914	0.99602
0.183442	1.03796
0.183969	1.12900
0.184496	1.27569
0.185025	1.46588
0.185552	1.67218
0.186080	1.86962
0.186609	2.05332
0.187137	2.18953
0.187665	2.24915
0.188192	2.26365
0.188722	2.18791
0.189251	2.05493
0.189779	1.89218
0.190308	1.69232
0.190835	1.48521
0.191363	1.29422
0.191893	1.13626
0.192422	1.03313
0.192950	1.00246
0.193479	1.02986
0.194008	1.13867
0.194536	1.28777
0.195064	1.48683
0.195592	1.68668
0.196122	1.88735
0.196650	2.05976
0.197177	2.18711
0.197704	2.25640
0.198232	2.25237
0.198761	2.18630
0.199290	2.05412
0.199818	1.88010
0.200348	1.66090
0.200875	1.46991
0.201404	1.27891
0.201931	1.14190
0.202462	1.02583
0.202992	1.00488
0.203520	1.03957
0.204050	1.14915
0.204580	1.30791
0.205109	1.49327
0.205639	1.70602
0.206168	1.90427
0.206699	2.07834
0.207229	2.20000
0.207759	2.25881
0.208288	2.24995
0.208816	2.17825
0.209346	2.03559
0.209874	1.85754
0.210402	1.65204
0.210930	1.45057
0.211459	1.26360
0.211986	1.10886
0.212514	1.02341
0.213042	1.00166
0.213571	1.05166
0.214100	1.15640
0.214629	1.32322
0.215156	1.51825
0.215684	1.72294
0.216212	1.92119
0.216739	2.08559
0.217266	2.20564
0.217794	2.26043
0.218324	2.24673
0.218853	2.16697
0.219382	2.02109
0.219910	1.84701
0.220439	1.63749
0.220966	1.43441
0.221495	1.25071
0.222023	1.10806
0.222551	1.02341
0.223079	1.00569
0.223607	1.05488
0.224135	1.16687
0.224664	1.32967
0.225192	1.53114
0.225720	1.74066
0.226248	1.93408
0.226776	2.09929
0.227305	2.20967
0.227832	2.25720
0.228359	2.24673
0.228889	2.16052
0.229417	2.02028
0.229945	1.83412
0.230473	1.62460
0.231002	1.42232
0.231531	1.23782
0.232060	1.10081
0.232591	1.02260
0.233120	1.00488
0.233649	1.06052
0.234179	1.18057
0.234706	1.35062
0.235236	1.54483
0.235764	1.76161
0.236292	1.93730
0.236823	2.10574
0.237351	2.22175
0.237879	2.26607
0.238406	2.23062
0.238935	2.15649
0.239464	1.99370
0.239991	1.81398
0.240520	1.61251
0.241047	1.41346
0.241575	1.21924
0.242103	1.08308
0.242631	1.01374
0.243161	1.00971
0.243689	1.06938
0.244217	1.19346
0.244745	1.36915
0.245274	1.55289
0.245801	1.76483
0.246329	1.95261
0.246857	2.11863
0.247385	2.22820
0.247913	2.26768
0.248443	2.23626
0.248971	2.14441
0.249499	1.99128
0.250027	1.79545
0.250558	1.59156
0.251086	1.39251
0.251615	1.21843
0.252143	1.08228
0.252670	1.03152
0.253199	1.01374
0.253727	1.07664
0.254254	1.19829
0.254784	1.37398
0.255312	1.57062
0.255840	1.78014
0.256372	1.98000
0.256900	2.12507
0.257428	2.22981
0.257958	2.26204
0.258487	2.23867
0.259014	2.12749
0.259544	1.97194
0.260075	1.78256
0.260603	1.57948
0.261131	1.37720
0.261660	1.19990
0.262189	1.07100
0.262717	1.01052
0.263247	1.00891
0.263775	1.07905
0.264305	1.21763
0.264834	1.39090
0.265362	1.59076
0.265892	1.80592
0.266421	1.99289
0.266951	2.14038
0.267480	2.23787
0.268009	2.26768
0.268538	2.23062
0.269069	2.11460
0.269597	1.95664
0.270125	1.75758
0.270658	1.55209
