Tiempo(s)	Voltaje(V)
0.093413	1.13787
0.093941	1.28213
0.094469	1.47555
0.094996	1.68507
0.095525	1.88332
0.096054	2.05976
0.096581	2.18872
0.097110	2.25398
0.097638	2.25801
0.098166	2.18872
0.098695	2.05654
0.099223	1.88332
0.099752	1.67943
0.100281	1.47232
0.100810	1.28455
0.101338	1.12900
0.101868	1.03393
0.102395	1.00327
0.102923	1.03877
0.103451	1.14028
0.103980	1.29825
0.104508	1.48844
0.105036	1.69555
0.105564	1.89863
0.106093	2.07270
0.106621	2.19275
0.107149	2.25801
0.107676	2.25156
0.108206	2.17825
0.108733	2.04607
0.109262	1.86801
0.109790	1.66332
0.110320	1.45863
0.110851	1.27085
0.111378	1.12175
0.111906	1.02905
0.112434	1.00166
0.112963	1.04280
0.113493	1.15479
0.114023	1.31275
0.114552	1.50858
0.115081	1.71327
0.115608	1.91393
0.116137	2.08237
0.116665	2.20161
0.117192	2.25962
0.117719	2.24915
0.118248	2.17905
0.118776	2.03479
0.119304	1.84862
0.119832	1.65687
0.120360	1.44246
0.120889	1.26038
0.121417	1.11128
0.121945	1.02341
0.122475	1.00246
0.123002	1.05166
0.123531	1.16204
0.124058	1.32403
0.124588	1.51905
0.125116	1.72938
0.125646	1.92763
0.126174	2.09526
0.126703	2.21209
0.127231	2.26365
0.127759	2.24512
0.128286	2.16052
0.128816	2.02270
0.129345	1.84057
0.129873	1.63426
0.130400	1.43279
0.130929	1.24266
0.131458	1.10403
0.131988	1.02502
0.132517	0.99763
0.133045	1.05569
0.133574	1.17412
0.134103	1.35384
0.134632	1.53597
0.135161	1.74469
0.135690	1.96550
0.136391	2.14521
0.136920	2.23787
0.137448	2.26284
0.137975	2.21853
0.138503	2.11138
0.139032	1.95261
0.139560	1.75839
0.140089	1.54886
0.140618	1.35223
0.141146	1.18701
0.141675	1.05891
0.142204	0.99360
0.142733	1.01697
0.143260	1.09758
0.143788	1.23374
0.144318	1.42071
0.144846	1.62218
0.145376	1.83251
0.145905	2.01464
0.146438	2.15810
0.146968	2.24512
0.147496	2.26043
0.148025	2.20967
0.148554	2.10090
0.149082	1.93166
0.149609	1.73744
0.150137	1.53033
0.150665	1.33450
0.151194	1.16768
0.151721	1.05085
0.152251	1.00005
0.152779	1.02422
0.153309	1.10483
0.153837	1.25232
0.154364	1.43441
0.154892	1.64152
0.155421	1.84621
0.155949	2.02592
0.156477	2.16697
0.157006	2.24673
0.157535	2.26445
0.158063	2.20403
0.158591	2.09123
0.159121	1.92683
0.159649	1.72213
0.160180	1.51261
0.160708	1.31678
0.161238	1.16043
0.161767	1.04844
0.162295	1.00327
0.162822	1.02744
0.163350	1.11772
0.163878	1.26521
0.164408	1.45057
0.164935	1.65687
0.165463	1.86076
0.165993	2.04043
0.166521	2.16697
0.167049	2.25237
0.167579	2.25559
0.168108	2.19678
0.168638	2.07190
0.169166	1.90507
0.169694	1.70199
0.170221	1.49408
0.170751	1.30469
0.171279	1.14109
0.171807	1.04119
0.172334	1.00327
0.172864	1.03152
0.173392	1.13142
0.173921	1.28858
0.174449	1.46668
0.174976	1.67460
0.175504	1.87687
0.176034	2.05332
0.176561	2.18469
0.177089	2.25237
0.177618	2.25479
0.178146	2.19355
0.178674	2.06706
0.179203	1.89299
0.179730	1.69152
0.180259	1.48038
0.180788	1.28697
0.181316	1.13626
0.181843	1.03635
0.182370	1.00407
0.182899	1.03716
0.183426	1.13706
0.183954	1.28777
0.184482	1.48038
0.185010	1.68668
0.185539	1.88815
0.186068	2.06545
0.186596	2.18711
0.187124	2.25479
0.187653	2.25479
0.188182	2.18469
0.188711	2.05251
0.189240	1.88090
0.189768	1.67702
0.190297	1.47152
0.190824	1.27730
0.191352	1.12900
0.191881	1.03232
0.192410	1.00085
0.192939	1.04199
0.193467	1.14431
0.193996	1.30228
0.194524	1.49810
0.195053	1.70683
0.195582	1.90829
0.196109	2.07593
0.196638	2.19758
0.197166	2.25881
0.197694	2.24995
0.198222	2.17502
0.198752	2.04365
0.199281	1.85915
0.199809	1.65929
0.200338	1.45299
0.200867	1.26683
0.201396	1.11611
0.201925	1.02824
0.202452	1.00005
0.202980	1.04763
0.203509	1.15479
0.204037	1.31919
0.204568	1.51502
0.205096	1.71972
0.205624	1.91957
0.206153	2.08721
0.206680	2.20242
0.207208	2.26123
0.207737	2.24995
0.208265	2.17422
0.208793	2.03076
0.209322	1.83976
0.209852	1.63829
0.210384	1.43682
0.210915	1.25232
0.211444	1.10403
0.211972	1.02099
0.212499	0.99763
0.213027	1.05649
0.213556	1.16929
0.214083	1.33531
0.214613	1.53033
0.215140	1.73905
0.215669	1.93488
0.216197	2.10090
0.216726	2.21531
0.217253	2.26607
0.217782	2.24351
0.218311	2.15891
0.218839	2.01303
0.219367	1.83171
0.219896	1.62540
0.220426	1.42152
0.220955	1.24024
0.221483	1.09839
0.222011	1.01697
0.222539	1.00649
0.223068	1.06213
0.223596	1.17815
0.224124	1.34820
0.224651	1.54564
0.225179	1.75919
0.225708	1.95422
0.226234	2.10654
0.226762	2.22256
0.227292	2.26526
0.227821	2.24028
0.228350	2.15408
0.228878	2.00256
0.229406	1.81720
0.229933	1.61009
0.230462	1.40862
0.230991	1.22649
0.231520	1.09033
0.232047	1.01455
0.232575	1.00730
0.233103	1.06374
0.233631	1.16043
0.234160	1.35948
0.234688	1.56095
0.235217	1.77128
0.235745	1.96228
0.236273	2.12104
0.236804	2.22336
0.237332	2.26365
0.237860	2.23626
0.238389	2.13877
0.238917	1.99128
0.239445	1.80190
0.239973	1.59398
0.240500	1.39171
0.241029	1.21360
0.241557	1.07905
0.242086	1.01294
0.242614	1.00166
0.243142	1.07100
0.243671	1.19990
0.244199	1.36834
0.244727	1.57706
0.245256	1.78175
0.245784	1.97355
0.246313	2.13152
0.246842	2.22981
0.247371	2.26284
0.247899	2.22900
0.248427	2.13555
0.248957	1.97597
0.249484	1.78417
0.250012	1.58592
0.250540	1.37801
0.251068	1.20715
0.251595	1.07502
0.252123	1.01616
0.252651	1.01052
0.253180	1.08066
0.253707	1.21441
0.254235	1.38929
0.254763	1.58915
0.255291	1.79787
0.255821	1.98725
0.256351	2.13635
0.256879	2.23223
0.257406	2.26687
0.257935	2.22900
0.258464	2.12185
0.258992	1.95986
0.259521	1.77531
0.260049	1.56578
0.260579	1.36431
0.261106	1.19265
0.261635	1.06536
0.262163	1.00327
0.262691	1.01455
0.263220	1.08791
0.263750	1.22246
0.264278	1.40379
0.264806	1.60768
0.265333	1.81156
0.265862	2.00014
0.266390	2.14763
0.266918	2.23867
0.267446	2.26526
0.267974	2.22175
0.268503	2.11299
0.269030	1.94777
0.269558	1.75839
0.270087	1.54886
0.270614	1.35303
