"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.070408450E1	5.293278508E0	-4.445663204E0	-5.835911815E0	9.046578657E0
3.071401750E1	4.347581424E0	-4.639269776E0	-6.031930364E0	8.764044284E0
3.072395050E1	3.631119751E0	-5.035024534E0	-6.303104346E0	8.846786258E0
3.073388350E1	3.514154095E0	-5.012723254E0	-6.026546248E0	8.590455931E0
3.074381650E1	3.223497191E0	-4.549060103E0	-5.975585425E0	8.172668055E0
3.075374950E1	3.187549094E0	-4.268603082E0	-6.503558593E0	8.407003977E0
3.076368250E1	3.122977122E0	-4.010754320E0	-6.858177019E0	8.536611058E0
3.077361550E1	2.527054338E0	-3.604137189E0	-6.820522120E0	8.117593886E0
3.078354850E1	2.316751772E0	-3.390320885E0	-6.457707067E0	7.652685479E0
3.079348150E1	2.496256469E0	-3.353895071E0	-5.780632823E0	7.134116928E0
3.080341450E1	2.666149659E0	-3.217148577E0	-5.294606996E0	6.744721062E0
3.081334750E1	2.890900548E0	-3.053418353E0	-5.001543378E0	6.534225721E0
3.082328050E1	3.450261570E0	-2.943678979E0	-4.792758602E0	6.598491180E0
3.083321350E1	3.529172084E0	-2.943669038E0	-4.853537486E0	6.684090748E0
3.084314650E1	3.275764575E0	-3.159425449E0	-5.280715181E0	6.971266423E0
3.085307950E1	3.190064274E0	-3.861505895E0	-5.617850432E0	7.526485324E0
3.086301250E1	3.014200493E0	-4.454380233E0	-5.695208511E0	7.833409720E0
3.087294550E1	2.748637499E0	-4.816823988E0	-5.719377977E0	7.966686003E0
3.088287850E1	2.814925629E0	-5.128335571E0	-5.497886617E0	8.028099980E0
3.089281150E1	3.111612182E0	-4.869190774E0	-4.775896987E0	7.496688682E0
3.090274450E1	3.565775946E0	-4.397805790E0	-4.038858377E0	6.954698474E0
3.091267750E1	3.750647364E0	-4.264930446E0	-3.713074910E0	6.785566494E0
3.092261050E1	3.500074292E0	-4.369939130E0	-3.953173864E0	6.853792501E0
3.093254350E1	2.900525358E0	-4.622994052E0	-4.330033345E0	6.966657026E0
3.094247650E1	2.045668861E0	-4.846463816E0	-4.584947973E0	6.978160254E0
3.095240950E1	1.182631525E0	-5.243243884E0	-4.528632855E0	7.028423670E0
3.096234250E1	-9.521605968E-3	-5.748787133E0	-4.278818167E0	7.166374890E0
3.097227550E1	-1.166466898E0	-5.982515545E0	-3.824919282E0	7.195911671E0
3.098220788E1	-1.864332671E0	-6.140752310E0	-2.859961469E0	7.025948679E0
3.099214087E1	-2.582323975E0	-6.927609197E0	-7.197799677E-1	7.428206345E0
3.100207387E1	-4.015290590E0	-7.920795613E0	2.454771643E0	9.213439395E0
3.101200688E1	-5.320676807E0	-8.505517763E0	5.420357800E0	1.140323256E1
3.102193987E1	-5.290774730E0	-8.469545692E0	7.108515617E0	1.225791564E1
3.103187287E1	-4.842482740E0	-7.813182871E0	7.124294329E0	1.162974786E1
3.104180588E1	-4.322564696E0	-6.845212573E0	5.398703806E0	9.730750408E0
3.105173887E1	-4.225934195E0	-5.853076901E0	3.423936528E0	7.990016920E0
3.106167187E1	-4.009601249E0	-5.123746676E0	2.748021203E0	7.062669659E0
3.107160488E1	-3.452629108E0	-4.921291512E0	3.569963138E0	6.991737603E0
3.108153787E1	-2.963874092E0	-4.834546606E0	4.571433304E0	7.283913301E0
3.109147087E1	-2.822735755E0	-4.674459782E0	4.634732922E0	7.162343237E0
3.110140487E1	-2.294619623E0	-4.202534807E0	3.755763677E0	6.085420184E0
3.111133688E1	-1.505166280E0	-3.468794905E0	2.810909176E0	4.711610555E0
3.112127087E1	-1.039162196E0	-2.986645781E0	2.161047290E0	3.830148363E0
3.113120387E1	-7.714611679E-1	-2.300570626E0	2.008238495E0	3.149730051E0
3.114113688E1	-3.125278294E-1	-1.602402260E0	2.136788946E0	2.689095322E0
3.115106987E1	1.645728081E-1	-1.265488618E0	2.091900457E0	2.450427140E0
3.116100287E1	6.486120442E-1	-1.120281495E0	1.803478358E0	2.219969009E0
3.117093587E1	7.673356649E-1	-1.104959744E0	1.097287320E0	1.736024055E0
3.118086888E1	4.455818063E-1	-1.257977577E0	2.794051069E-1	1.363494754E0
3.119080187E1	-1.016260698E-1	-1.677340468E0	-3.417323327E-1	1.714811911E0
3.120073487E1	-4.276065883E-1	-1.949865741E0	-6.064182436E-1	2.086280635E0
3.121066788E1	7.559280396E-3	-1.929035620E0	-6.338364226E-1	2.030513279E0
3.122060087E1	8.228754428E-1	-1.877071561E0	-5.611245418E-1	2.124942915E0
3.123053387E1	1.200473865E0	-1.762649444E0	-5.309681118E-1	2.197725574E0
3.124046688E1	1.082207205E0	-1.821069853E0	-7.883023185E-1	2.260285024E0
3.125039987E1	7.775722392E-1	-2.005732817E0	-1.289151422E0	2.507886383E0
3.126033287E1	3.329805127E-1	-2.042843487E0	-1.552842722E0	2.587548270E0
3.127026588E1	-1.335450699E-1	-1.874535916E0	-1.601444194E0	2.469077295E0
3.128019887E1	-3.868782828E-1	-1.748489242E0	-1.566644490E0	2.379341168E0
3.129013187E1	-4.881083134E-1	-1.720635153E0	-1.542792528E0	2.361999966E0
3.130006487E1	-3.269371960E-1	-1.661037261E0	-1.592585077E0	2.324276219E0
3.130999788E1	-4.361048036E-2	-1.453296214E0	-1.749568784E0	2.274854433E0
3.131993087E1	4.938758607E-1	-1.134387903E0	-2.020327613E0	2.369065838E0
3.132986387E1	9.550001509E-1	-6.676301862E-1	-2.058440350E0	2.365360866E0
3.133979688E1	1.047901590E0	-1.470693143E-1	-1.926147096E0	2.197673716E0
3.134972987E1	9.842887080E-1	2.534599878E-1	-1.918517649E0	2.171123256E0
3.135966287E1	5.630110728E-1	6.034745360E-1	-1.753547814E0	1.938064220E0
3.136959588E1	1.611361071E-1	9.388289452E-1	-1.458446442E0	1.741961727E0
3.137952887E1	-5.728831463E-2	1.288793865E0	-1.028576689E0	1.649921690E0
3.138946187E1	-2.444196077E-1	1.620552456E0	-4.201627904E-1	1.691882968E0
3.139939487E1	-3.221510307E-1	1.992205137E0	1.113958901E-1	2.021156016E0
3.140932788E1	-2.736423104E-1	2.351768554E0	4.027480280E-1	2.401645565E0
3.141926087E1	-1.380666487E-1	2.808159231E0	4.900165522E-1	2.853933581E0
3.142919387E1	6.101306409E-2	3.505547871E0	5.736709124E-1	3.552701336E0
3.143912688E1	3.510277245E-1	4.230848780E0	6.309443897E-1	4.292014991E0
3.144905987E1	7.796000536E-1	4.855027356E0	5.632868421E-1	4.949379652E0
3.145899287E1	1.148096627E0	5.363009478E0	3.879504794E-1	5.498227178E0
3.146892588E1	1.247543221E0	5.788075744E0	2.397796959E-1	5.925848396E0
3.147885887E1	1.007926662E0	6.080045933E0	2.015178555E-1	6.166318524E0
3.148879187E1	5.079686737E-1	6.190593976E0	3.348700404E-1	6.220419913E0
3.149872487E1	6.952383265E-2	6.132116557E0	5.228814125E-1	6.154761734E0
3.150865788E1	-1.754873671E-1	6.040683646E0	7.202576852E-1	6.086002453E0
3.151859087E1	-1.936849254E-1	6.074481137E0	8.329639363E-1	6.134383739E0
3.152852387E1	7.620164528E-2	6.073720999E0	6.934335834E-1	6.113652231E0
3.153845688E1	6.054352536E-1	5.748551490E0	3.196544158E-1	5.789177405E0
3.154838987E1	1.215953638E0	5.349923995E0	-2.876537740E-2	5.486443059E0
3.155832287E1	1.387466214E0	5.202830268E0	1.357314169E-2	5.384671719E0
3.156825588E1	9.361418572E-1	5.165420952E0	2.608203167E-1	5.256040565E0
3.157818887E1	3.046028788E-1	4.946819871E0	2.812633520E-1	4.964163457E0
3.158812187E1	-1.852576990E-1	4.453839365E0	1.911027950E-1	4.461785045E0
3.159805487E1	-6.483545474E-1	3.859286292E0	4.011792201E-1	3.933878375E0
3.160798788E1	-9.204324353E-1	3.102004622E0	7.089450771E-1	3.312435911E0
3.161792087E1	-1.234835905E0	2.187819790E0	7.678768247E-1	2.626977344E0
3.162785387E1	-1.703884196E0	1.592796454E0	7.720634311E-1	2.456889057E0
3.163778688E1	-1.982203621E0	1.236289962E0	4.319782591E-1	2.375741838E0
3.164771987E1	-1.066842037E0	9.758459864E-1	-9.541252613E-2	1.448975801E0
3.165765287E1	8.075794190E-1	1.028411359E0	-4.771170098E-1	1.391924956E0
3.166758588E1	2.080686959E0	1.411100660E0	-5.699456513E-1	2.577848199E0
3.167751887E1	2.686784483E0	1.842520217E0	-6.486655462E-1	3.321815557E0
3.168745187E1	2.795527783E0	1.654766707E0	-1.841809781E0	3.734366307E0
3.169738488E1	2.734155115E0	2.625742621E-1	-3.733456550E0	4.635002400E0
3.170731787E1	2.173347054E0	-1.822484879E0	-3.484084496E0	4.492631003E0
3.171725087E1	1.141160002E0	-3.404931323E0	1.069613618E-1	3.592665333E0
3.172718387E1	4.077889127E-1	-4.211287797E0	5.025785934E0	6.569608889E0
3.173711688E1	6.055673276E-1	-5.110577577E0	8.887473092E0	1.026995097E1
3.174704987E1	1.953048673E0	-6.420559705E0	9.866530881E0	1.193257800E1
3.175698287E1	4.189942828E0	-8.088815355E0	9.488144692E0	1.315330546E1
3.176691588E1	5.351726691E0	-9.142102962E0	1.121584840E1	1.542771144E1
3.177684887E1	5.687755065E0	-9.824437945E0	1.552119889E1	1.922960617E1
3.178678187E1	5.007253768E0	-1.043439609E1	2.032211027E1	2.338669232E1
3.179671488E1	3.587634008E0	-1.067211932E1	2.276255565E1	2.539486539E1
3.180664787E1	2.342170496E0	-1.070061865E1	2.142748429E1	2.406503865E1
3.181658187E1	1.936003747E0	-1.039963907E1	1.689327845E1	1.993197080E1
3.182651487E1	2.357323117E0	-9.347829058E0	1.139186362E1	1.492358661E1
3.183644788E1	3.165863818E0	-7.795697358E0	6.278402199E0	1.049828201E1
3.184638087E1	3.687577541E0	-6.212973025E0	2.042165210E0	7.507975804E0
3.185631387E1	3.586121626E0	-4.849404381E0	-1.110025479E0	6.132629757E0
3.186624688E1	3.314313514E0	-3.709237967E0	-3.513781920E0	6.090138237E0
3.187617987E1	3.197132973E0	-2.840314824E0	-5.243086009E0	6.766017916E0
3.188611287E1	2.993634081E0	-2.307344626E0	-6.065142549E0	7.146442358E0
3.189604587E1	2.117356018E0	-2.113488377E0	-6.157091185E0	6.845421936E0
3.190597888E1	9.876312688E-1	-1.971270497E0	-5.878338627E0	6.278231273E0
3.191591187E1	1.028111543E-1	-1.918156144E0	-5.374225608E0	5.707205446E0
3.192584487E1	-2.490046287E-1	-1.987810078E0	-4.731289748E0	5.137946563E0
3.193577788E1	-2.655448669E-1	-2.285833450E0	-4.568279316E0	5.115146581E0
3.194571087E1	1.466547467E-2	-2.367538787E0	-5.020609394E0	5.550853418E0
3.195564387E1	1.983016676E-1	-2.356760322E0	-5.974144086E0	6.425265779E0
3.196557688E1	4.236799272E-1	-2.452665184E0	-6.950433218E0	7.382654882E0
3.197551062E1	2.103504037E-1	-2.512520499E0	-7.520633224E0	7.932019329E0
3.198544363E1	-2.074576034E-1	-2.448818008E0	-7.681259746E0	8.064831032E0
3.199537662E1	-5.932966532E-1	-2.522548766E0	-7.693721917E0	8.118411798E0
3.200530962E1	-1.122773067E0	-2.692171230E0	-7.915714383E0	8.436049993E0
3.201524263E1	-1.497486839E0	-2.763163152E0	-8.090174832E0	8.679197328E0
3.202517562E1	-1.730815887E0	-2.859509186E0	-8.129557584E0	8.789893226E0
3.203510862E1	-1.737984719E0	-2.897717817E0	-8.004728885E0	8.688673314E0
3.204504162E1	-1.445061873E0	-2.841356798E0	-7.826025111E0	8.450336165E0
3.205497463E1	-9.024591176E-1	-2.632510627E0	-7.814147077E0	8.294904412E0
3.206490762E1	-4.217527214E-1	-2.398135512E0	-8.008710839E0	8.370685671E0
3.207484062E1	-2.455136583E-1	-2.267518947E0	-8.272572293E0	8.581222027E0
3.208477363E1	-3.560485824E-1	-2.235494040E0	-8.653580373E0	8.944755864E0
3.209470662E1	-7.629930840E-1	-2.276170195E0	-9.108146426E0	9.419205939E0
3.210463962E1	-1.195964273E0	-2.427984671E0	-9.577440446E0	9.952527599E0
3.211457263E1	-1.484303414E0	-2.563899106E0	-9.836108987E0	1.027257394E1
3.212450562E1	-1.653686873E0	-2.615899272E0	-1.017988551E1	1.063990969E1
3.213443862E1	-1.607821021E0	-2.470566142E0	-1.038559289E1	1.079580128E1
3.214437163E1	-1.496999035E0	-2.212467704E0	-1.031260795E1	1.065297621E1
3.215430463E1	-1.428029226E0	-1.855684054E0	-1.016896174E1	1.043506654E1
3.216423762E1	-1.297888040E0	-1.399646257E0	-9.957639856E0	1.013894050E1
3.217417062E1	-1.158093904E0	-1.183743666E0	-9.872017908E0	1.000995345E1
3.218410363E1	-8.841767746E-1	-1.265692101E0	-9.967318168E0	1.008618741E1
3.219403662E1	-5.407121312E-1	-1.409070799E0	-1.010185091E1	1.021397287E1
3.220396962E1	-4.339350298E-2	-1.616265424E0	-1.004536212E1	1.017464973E1
3.221390263E1	3.184494874E-1	-1.813367462E0	-9.755948339E0	9.928153887E0
3.222383562E1	1.926757691E-1	-1.868506705E0	-9.799238784E0	9.977651127E0
3.223376862E1	5.782183651E-2	-2.146295496E0	-1.006225824E1	1.028877877E1
3.224370163E1	-3.472173133E-1	-2.659087391E0	-1.020267561E1	1.054921302E1
3.225363462E1	-9.109631619E-1	-3.287040638E0	-1.015993013E1	1.071721374E1
3.226356762E1	-1.395054584E0	-4.027280598E0	-9.942564565E0	1.081756703E1
3.227350062E1	-1.467288601E0	-4.830611722E0	-9.879787688E0	1.109495156E1
3.228343363E1	-1.288313224E0	-5.660726895E0	-9.865160294E0	1.144661380E1
3.229336662E1	-1.130076166E0	-6.198509352E0	-9.533001607E0	1.142701667E1
3.230329962E1	-9.688057195E-1	-6.191213197E0	-8.811317786E0	1.081244776E1
3.231323263E1	-3.480232058E-1	-5.819300460E0	-7.649131635E0	9.617410918E0
3.232316562E1	1.119639325E0	-5.620427300E0	-6.671991148E0	8.795354520E0
3.233309862E1	2.647409332E0	-5.806569318E0	-5.731681103E0	8.577714829E0
3.234303163E1	3.295305385E0	-6.391707789E0	-4.369190978E0	8.414439723E0
3.235296462E1	3.502958724E0	-7.319121215E0	-2.579274067E0	8.514276828E0
3.236289762E1	3.228215310E0	-8.156276436E0	-7.014220494E-1	8.799898424E0
3.237283062E1	2.715656572E0	-8.512277144E0	8.960109544E-1	8.979782204E0
3.238276363E1	2.327576430E0	-8.471545440E0	2.714873922E0	9.195392030E0
3.239269662E1	2.240388159E0	-7.996799476E0	5.475323966E0	9.947226422E0
3.240262962E1	2.527166020E0	-7.542682489E0	8.789997084E0	1.185506963E1
3.241256263E1	2.952016523E0	-7.410144821E0	1.203885336E1	1.444155940E1
3.242249562E1	4.003208488E0	-7.317254784E0	1.477450477E1	1.696625731E1
3.243242862E1	4.701068414E0	-7.259260345E0	1.668077777E1	1.878949845E1
3.244236163E1	4.439583269E0	-7.103534374E0	1.859127128E1	2.039130864E1
3.245229462E1	3.943551101E0	-6.794291511E0	2.080827116E1	2.224181066E1
3.246222762E1	3.644612786E0	-6.563182066E0	2.284468330E1	2.404658222E1
3.247216062E1	3.604700861E0	-6.606435674E0	2.483135200E1	2.594677057E1
3.248209363E1	3.460887423E0	-6.822357561E0	2.724832666E1	2.830183051E1
3.249202662E1	3.255098176E0	-7.033312238E0	2.924935612E1	3.025868435E1
3.250195962E1	3.436598381E0	-7.303126157E0	2.995664000E1	3.102492773E1
3.251189263E1	3.762470141E0	-7.742721584E0	2.922208471E1	3.046368582E1
3.252182562E1	3.881196393E0	-8.156583999E0	2.767581659E1	2.911261534E1
3.253175862E1	3.892359897E0	-8.354523944E0	2.604017730E1	2.762316726E1
3.254169163E1	3.653933247E0	-8.264614817E0	2.446812764E1	2.608341152E1
3.255162462E1	3.562305624E0	-8.170193394E0	2.258414774E1	2.427932888E1
3.256155762E1	3.590980369E0	-8.350565963E0	2.007933387E1	2.204102404E1
3.257149063E1	3.541469656E0	-8.526964765E0	1.719711732E1	1.951901584E1
3.258142463E1	3.503435857E0	-8.712268292E0	1.415651138E1	1.698777490E1
3.259135662E1	3.581119625E0	-8.789241039E0	1.106528961E1	1.457792201E1
3.260129062E1	3.476886282E0	-8.808091877E0	8.097922393E0	1.245983819E1
3.261122363E1	2.908975461E0	-8.742994241E0	5.426520181E0	1.069341890E1
3.262115662E1	2.181491787E0	-8.724478447E0	3.087152109E0	9.508203760E0
3.263108962E1	1.661471417E0	-8.774104936E0	9.740847319E-1	8.982997594E0
3.264102263E1	1.197706598E0	-8.886828729E0	-1.380473821E0	9.072812900E0
3.265095562E1	9.019765761E-1	-8.796843004E0	-3.807628480E0	9.627878438E0
3.266088862E1	6.036112147E-1	-8.571232281E0	-5.840921710E0	1.038974185E1
3.267082162E1	5.434773526E-1	-8.289237442E0	-7.736462139E0	1.135163739E1
3.268075463E1	7.751946882E-1	-7.671883736E0	-9.581091447E0	1.229861944E1
3.269068762E1	5.159161361E-1	-6.959259591E0	-1.093579951E1	1.297263175E1
3.270062062E1	6.821215600E-3	-6.594926015E0	-1.180572253E1	1.352287618E1
3.271055363E1	-7.942031092E-1	-6.369938021E0	-1.224941159E1	1.382949577E1
3.272048662E1	-1.609233562E0	-6.121106250E0	-1.263667502E1	1.413305098E1
3.273041962E1	-1.805560113E0	-5.550246679E0	-1.290042538E1	1.415931709E1
3.274035263E1	-1.547925506E0	-4.891516613E0	-1.297930198E1	1.395655001E1
3.275028562E1	-1.329995686E0	-4.505492499E0	-1.292572394E1	1.375291571E1
3.276021862E1	-1.145844353E0	-4.284348172E0	-1.305022988E1	1.378321800E1
3.277015162E1	-6.448590088E-1	-3.867507477E0	-1.358829066E1	1.414266949E1
3.278008463E1	4.360794961E-2	-3.166133082E0	-1.428082319E1	1.462765228E1
3.279001762E1	3.332831061E-1	-2.532148433E0	-1.473740302E1	1.495706860E1
3.279995062E1	2.143694691E-1	-2.406272205E0	-1.485726159E1	1.505238593E1
3.280988363E1	-3.774031256E-1	-2.733862462E0	-1.474504533E1	1.500109326E1
3.281981662E1	-1.129435458E0	-3.053049101E0	-1.462172288E1	1.497970337E1
3.282974962E1	-1.545204066E0	-3.176411318E0	-1.444261915E1	1.486830496E1
3.283968263E1	-1.703569470E0	-3.120072518E0	-1.411485816E1	1.455562511E1
3.284961562E1	-1.696106814E0	-3.024840963E0	-1.373108201E1	1.416224044E1
3.285954862E1	-1.523096913E0	-3.037624146E0	-1.348929496E1	1.391071757E1
3.286948163E1	-1.211484830E0	-3.096932162E0	-1.359947054E1	1.400015297E1
3.287941463E1	-9.926611168E-1	-3.057390951E0	-1.387291675E1	1.424046469E1
3.288934762E1	-8.392407762E-1	-3.152915159E0	-1.399159651E1	1.436697505E1
3.289928062E1	-8.186465903E-1	-3.289469279E0	-1.375549881E1	1.416702290E1
3.290921363E1	-9.307472160E-1	-3.426130111E0	-1.336335295E1	1.382692518E1
3.291914662E1	-1.008514965E0	-3.740627867E0	-1.299042689E1	1.355583233E1
3.292907962E1	-1.068842078E0	-4.132465868E0	-1.279720214E1	1.349029578E1
3.293901263E1	-1.157400571E0	-4.293915971E0	-1.259969022E1	1.336149258E1
3.294894562E1	-1.136336488E0	-4.375760325E0	-1.223416439E1	1.304274961E1
3.295887862E1	-6.745266847E-1	-4.640110606E0	-1.130573647E1	1.223949713E1
3.296881163E1	-9.361151062E-2	-4.829289082E0	-9.680425701E0	1.081856912E1
3.297874437E1	5.679780632E-1	-4.983386604E0	-8.078977999E0	9.509291595E0
3.298867738E1	9.586517371E-1	-5.509593912E0	-7.331295703E0	9.220766504E0
3.299861037E1	8.467462622E-1	-6.382722373E0	-7.210437849E0	9.666774958E0
3.300854337E1	4.328747834E-1	-6.896293264E0	-6.882212584E0	9.752491549E0
3.301847638E1	-2.217473213E-1	-7.235890778E0	-5.848501455E0	9.306570609E0
3.302840937E1	-1.108626533E0	-7.503668112E0	-3.658844908E0	8.421474573E0
3.303834237E1	-1.808761902E0	-7.517250609E0	-5.887771940E-1	7.754181770E0
3.304827537E1	-2.121501986E0	-7.532711817E0	2.236502684E0	8.139070110E0
3.305820838E1	-1.522566716E0	-8.004910734E0	4.108882878E0	9.125772502E0
3.306814137E1	1.132365936E-1	-8.588223705E0	5.787623169E0	1.035697788E1
3.307807437E1	2.325355219E0	-8.545703337E0	8.749713276E0	1.244965079E1
3.308800738E1	3.894348243E0	-7.814908969E0	1.292553917E1	1.559834329E1
3.309794037E1	4.452161507E0	-6.752931815E0	1.660385414E1	1.846921229E1
3.310787337E1	4.357664947E0	-5.769288640E0	1.888821628E1	2.022470394E1
3.311780638E1	3.862989333E0	-4.583941083E0	1.970923319E1	2.060070570E1
3.312773937E1	3.743386876E0	-3.453182546E0	1.960031359E1	2.025116560E1
3.313767237E1	4.090874038E0	-2.962379544E0	1.904119231E1	1.969969410E1
3.314760537E1	4.189885526E0	-3.029726020E0	1.887975419E1	1.957497124E1
3.315753838E1	3.997364196E0	-3.068697712E0	1.989809592E1	2.052632571E1
3.316747137E1	3.735227087E0	-3.238350581E0	2.157395002E1	2.213310090E1
3.317740437E1	3.508416807E0	-3.453117058E0	2.311009076E1	2.362856959E1
3.318733738E1	3.666712629E0	-3.727964845E0	2.380433301E1	2.437188490E1
3.319727037E1	4.032711784E0	-4.180525888E0	2.351684880E1	2.422357816E1
3.320720337E1	4.223552624E0	-4.564412552E0	2.253556440E1	2.337785109E1
3.321713638E1	4.508619297E0	-5.050015626E0	2.087464876E1	2.194495993E1
3.322706937E1	4.788614096E0	-5.572309978E0	1.863182757E1	2.002814175E1
3.323700237E1	4.452504446E0	-6.219156455E0	1.683425782E1	1.849040128E1
3.324693538E1	3.483693902E0	-6.943297276E0	1.577556564E1	1.758448098E1
3.325686837E1	2.320354096E0	-7.500215916E0	1.506061722E1	1.698409471E1
3.326680137E1	1.328029121E0	-7.905508068E0	1.396685227E1	1.610384058E1
3.327673437E1	4.890494227E-1	-8.320987823E0	1.221034050E1	1.478412739E1
3.328666738E1	-3.825401969E-1	-8.787443604E0	9.935446165E0	1.326946090E1
3.329660037E1	-8.817551503E-1	-9.184544976E0	7.443563413E0	1.185495655E1
3.330653337E1	-1.084569918E0	-9.421087654E0	5.019584377E0	1.072983745E1
3.331646638E1	-6.504447077E-1	-9.167262946E0	2.593406203E0	9.549216930E0
3.332639937E1	-3.338884391E-2	-8.567491232E0	1.824571019E-1	8.569498901E0
3.333633237E1	4.527740277E-1	-7.961741325E0	-1.959501368E0	8.211819218E0
3.334626538E1	3.923723631E-1	-7.528667298E0	-3.532660825E0	8.325531806E0
3.335619837E1	-1.917419688E-1	-7.356870840E0	-4.677880111E0	8.720256640E0
3.336613137E1	-9.044794768E-1	-7.441350827E0	-5.750278757E0	9.447618273E0
3.337606437E1	-1.521079477E0	-7.635827465E0	-7.072137165E0	1.051830157E1
3.338599738E1	-1.902517620E0	-7.590064816E0	-8.534114156E0	1.157841792E1
3.339593037E1	-2.003046752E0	-7.283867767E0	-9.773609853E0	1.235274769E1
3.340586337E1	-1.869087626E0	-6.807652398E0	-1.086465878E1	1.295679089E1
3.341579738E1	-1.591316524E0	-6.178286757E0	-1.191244357E1	1.351332037E1
3.342573037E1	-1.318060641E0	-5.599917607E0	-1.264641882E1	1.389346142E1
3.343566337E1	-1.214260357E0	-5.033000813E0	-1.312874161E1	1.411273828E1
3.344559637E1	-1.171800655E0	-4.537601314E0	-1.357599280E1	1.436212111E1
3.345552938E1	-1.137191570E0	-4.151825414E0	-1.398301748E1	1.463064034E1
3.346546237E1	-1.057342212E0	-3.866680096E0	-1.426103621E1	1.481372139E1
3.347539537E1	-9.184682094E-1	-3.537180138E0	-1.451829031E1	1.497117165E1
3.348532838E1	-8.349692389E-1	-3.167237914E0	-1.463776764E1	1.499976037E1
3.349526137E1	-8.422649561E-1	-2.980086959E0	-1.467466357E1	1.499786916E1
3.350519437E1	-9.095401689E-1	-2.943070284E0	-1.454878120E1	1.487131334E1
3.351512738E1	-9.496584271E-1	-2.898587590E0	-1.432698812E1	1.464808007E1
3.352506037E1	-8.428959437E-1	-2.797740954E0	-1.428382983E1	1.457963040E1
3.353499337E1	-6.812930826E-1	-2.721457594E0	-1.444463644E1	1.471455109E1
3.354492638E1	-4.534814677E-1	-2.683647159E0	-1.460092784E1	1.485243082E1
3.355485937E1	-2.681373762E-1	-2.642971880E0	-1.447091500E1	1.471273526E1
3.356479237E1	-2.597010134E-1	-2.702413798E0	-1.405375008E1	1.431357314E1
3.357472537E1	-4.287057187E-1	-2.947968496E0	-1.363899655E1	1.396053486E1
3.358465838E1	-6.863349174E-1	-3.283001089E0	-1.329118662E1	1.370783694E1
3.359459137E1	-8.811441162E-1	-3.477107891E0	-1.305934452E1	1.354301198E1
3.360452437E1	-1.070750974E0	-3.602226027E0	-1.297691281E1	1.351010015E1
3.361445738E1	-1.240019608E0	-3.886774345E0	-1.307506417E1	1.369678672E1
3.362439037E1	-1.255655063E0	-4.315181417E0	-1.313756272E1	1.388499242E1
3.363432337E1	-1.208227858E0	-4.764485853E0	-1.279831195E1	1.370973846E1
3.364425638E1	-1.130473631E0	-5.072800471E0	-1.227790858E1	1.333260344E1
3.365418937E1	-7.950538060E-1	-5.647566567E0	-1.184649400E1	1.314787202E1
3.366412237E1	-3.078613859E-1	-6.270179844E0	-1.108641911E1	1.274043259E1
3.367405537E1	-3.854067944E-2	-6.616505165E0	-9.947613051E0	1.194715997E1
3.368398838E1	-1.023367258E-1	-6.845675672E0	-8.387081825E0	1.082667492E1
3.369392137E1	-4.434575859E-1	-7.016323738E0	-6.806756605E0	9.785570443E0
3.370385437E1	-6.269654325E-1	-7.324526381E0	-5.485125654E0	9.172152190E0
3.371378738E1	-6.852692623E-1	-7.498292182E0	-4.311812836E0	8.676733806E0
3.372372037E1	-5.769679380E-1	-7.516951817E0	-2.858466920E0	8.062771840E0
3.373365337E1	-7.646710888E-2	-7.457008501E0	-6.621135575E-1	7.486736095E0
3.374358638E1	1.155936647E0	-6.938780887E0	2.164791262E0	7.359972211E0
3.375351937E1	2.201948563E0	-6.474114354E0	5.422746972E0	8.727480671E0
3.376345237E1	3.058423862E0	-6.860429952E0	8.825867413E0	1.158945172E1
3.377338537E1	3.185594662E0	-8.014814748E0	1.284084810E1	1.546844041E1
3.378331838E1	2.462143813E0	-9.185670565E0	1.776154437E1	2.014723689E1
3.379325137E1	1.259919730E0	-9.594195058E0	2.307936247E1	2.502584561E1
3.380318437E1	5.472720493E-1	-9.024463415E0	2.700810667E1	2.848119155E1
3.381311738E1	1.314691768E0	-8.331786461E0	2.876174043E1	2.997306779E1
3.382305037E1	2.512183115E0	-7.785577582E0	2.949287394E1	3.060646820E1
3.383298337E1	3.154451515E0	-7.704387238E0	3.021822572E1	3.134404748E1
3.384291638E1	3.055042709E0	-7.894805324E0	3.176394887E1	3.287262820E1
3.385284937E1	2.461550905E0	-7.735996701E0	3.300645179E1	3.399015648E1
3.386278237E1	2.351886376E0	-7.481710063E0	3.208054286E1	3.302527191E1
3.387271537E1	2.932748486E0	-6.940246784E0	2.893771356E1	2.990249664E1
3.388264838E1	3.847572564E0	-6.259796358E0	2.456083174E1	2.563636715E1
3.389258137E1	4.876350105E0	-5.615685793E0	2.012641098E1	2.145663385E1
3.390251437E1	5.477076377E0	-5.024541646E0	1.614077220E1	1.776988778E1
3.391244738E1	5.508274196E0	-4.689366089E0	1.290666202E1	1.479571436E1
3.392238037E1	4.988967771E0	-4.704189365E0	1.059358771E1	1.261916390E1
3.393231337E1	4.157466223E0	-5.118258480E0	8.700318337E0	1.091680514E1
3.394224638E1	3.200889809E0	-5.684698141E0	7.016773973E0	9.581054509E0
