"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.002355238E1	-1.339370819E1	-5.701948012E0	-8.593413109E-1	1.458225283E1
1.003348537E1	-1.328145685E1	-5.737541183E0	-9.336974287E-1	1.449787108E1
1.004341837E1	-1.325466257E1	-5.738003697E0	-1.146751841E0	1.448881658E1
1.005335137E1	-1.318543621E1	-5.814513929E0	-1.346869288E0	1.447336717E1
1.006328438E1	-1.301874613E1	-6.037844238E0	-1.216755291E0	1.440221536E1
1.007321737E1	-1.286817214E1	-6.239892436E0	-7.966515577E-1	1.432343414E1
1.008315037E1	-1.247605903E1	-6.579656596E0	-4.670510646E-1	1.411247910E1
1.009308338E1	-1.192393335E1	-7.314282644E0	-2.630346938E-1	1.399100084E1
1.010301637E1	-1.109894502E1	-8.287458134E0	-3.456236913E-1	1.385597339E1
1.011294937E1	-9.564146801E0	-9.165462003E0	-2.961714496E-1	1.325014397E1
1.012288238E1	-7.524098868E0	-9.883625801E0	-1.614650130E-1	1.242272892E1
1.013281537E1	-5.508150235E0	-1.007203011E1	-1.029581387E-2	1.147979161E1
1.014274837E1	-4.157381439E0	-9.744340446E0	2.692204267E-1	1.059756910E1
1.015268137E1	-3.253607721E0	-9.378570794E0	5.147982947E-1	9.940250029E0
1.016261438E1	-2.237561030E0	-9.406005930E0	4.314841694E-1	9.678109604E0
1.017254737E1	-1.752650267E-1	-9.797009826E0	2.448668466E-1	9.801636554E0
1.018248037E1	3.534248929E0	-1.001448532E1	3.657112525E-1	1.062612706E1
1.019241338E1	8.282164650E0	-9.989599568E0	9.465888581E-1	1.301085629E1
1.020234637E1	1.244441623E1	-9.954094105E0	2.602778120E0	1.614688635E1
1.021227937E1	1.429512782E1	-9.579302199E0	5.016674802E0	1.792430573E1
1.022221238E1	1.512619609E1	-8.708219095E0	6.976397780E0	1.879640960E1
1.023214537E1	1.687569119E1	-7.457518963E0	7.064335810E0	1.975622390E1
1.024207837E1	2.057732252E1	-5.330895985E0	4.997705265E0	2.183624766E1
1.025201137E1	2.413494628E1	-2.536236221E0	2.846074331E0	2.443416185E1
1.026194438E1	2.621118263E1	2.859288454E-4	8.998070399E-1	2.622662288E1
1.027187737E1	2.722736790E1	8.310378635E-1	-6.565851612E-1	2.724795938E1
1.028181037E1	2.711588254E1	9.074592179E-1	-1.029763674E0	2.715059818E1
1.029174338E1	2.659539615E1	1.390361463E0	-5.244706857E-1	2.663687803E1
1.030167637E1	2.645498345E1	1.892387904E0	7.072792053E-2	2.652267490E1
1.031160837E1	2.645029633E1	2.130438870E0	3.513790325E-1	2.653828202E1
1.032154138E1	2.628684560E1	2.116722472E0	1.102936900E-1	2.637216203E1
1.033147437E1	2.580319432E1	1.811064244E0	-6.422078812E-1	2.587464438E1
1.034140737E1	2.490683020E1	1.377352285E0	-1.470587016E0	2.498819553E1
1.035134038E1	2.364164008E1	7.262692076E-1	-1.958362330E0	2.373372697E1
1.036127337E1	2.214926459E1	-3.792094767E-2	-2.054298182E0	2.224435885E1
1.037120637E1	2.054631824E1	-9.942979717E-1	-1.963364623E0	2.066384820E1
1.038113937E1	1.902875294E1	-2.269494429E0	-1.670199848E0	1.923625772E1
1.039107238E1	1.751156069E1	-3.676070806E0	-9.611021590E-1	1.791903937E1
1.040100537E1	1.577443362E1	-5.017253092E0	-4.440200150E-2	1.655317359E1
1.041093837E1	1.359975939E1	-6.104194348E0	7.372105175E-1	1.492508370E1
1.042087138E1	1.098239480E1	-6.946485178E0	1.197417380E0	1.304992185E1
1.043080437E1	8.368225724E0	-7.559994925E0	1.274351535E0	1.134921569E1
1.044073737E1	6.078906895E0	-8.085886484E0	1.068061767E0	1.017228712E1
1.045067038E1	3.809193780E0	-8.590264383E0	6.886879832E-1	9.422148935E0
1.046060337E1	1.727590855E0	-8.792081616E0	3.344307683E-1	8.966443734E0
1.047053637E1	-1.123963487E-1	-8.758458956E0	1.599241255E-1	8.760639929E0
1.048046938E1	-1.645704693E0	-8.626085595E0	5.972346067E-2	8.781871300E0
1.049040237E1	-3.104978516E0	-8.568024498E0	-1.730823342E-1	9.114926927E0
1.050033537E1	-4.392719005E0	-8.429817955E0	-5.593061308E-1	9.522112914E0
1.051026837E1	-5.421088702E0	-8.193681659E0	-7.807611644E-1	9.855668919E0
1.052020138E1	-6.355870205E0	-8.060029512E0	-9.056156639E-1	1.030443116E1
1.053013437E1	-7.264339237E0	-7.975570575E0	-8.472007370E-1	1.082118753E1
1.054006737E1	-8.292660402E0	-7.764505970E0	-8.297128844E-1	1.139053085E1
1.055000038E1	-9.480019986E0	-7.605317863E0	-8.662294040E-1	1.218449802E1
1.055993337E1	-1.061867694E1	-7.541835812E0	-9.040747764E-1	1.305576266E1
1.056986637E1	-1.154043669E1	-7.437909155E0	-7.748355961E-1	1.375152871E1
1.057979938E1	-1.216719506E1	-7.265667724E0	-3.347923090E-1	1.417542412E1
1.058973237E1	-1.250161838E1	-6.955900365E0	5.093041778E-2	1.430655814E1
1.059966537E1	-1.279376632E1	-6.652936242E0	3.625103770E-1	1.442475064E1
1.060959837E1	-1.309794082E1	-6.405376825E0	4.324916081E-1	1.458670473E1
1.061953138E1	-1.331147412E1	-6.187535298E0	2.521289422E-1	1.468143403E1
1.062946437E1	-1.360111711E1	-6.059212888E0	1.902974507E-2	1.488975519E1
1.063939737E1	-1.380932360E1	-6.018906276E0	-3.325054264E-1	1.506768764E1
1.064933038E1	-1.394167532E1	-5.985971834E0	-6.080993181E-1	1.518459596E1
1.065926337E1	-1.402348957E1	-5.965551603E0	-7.151144743E-1	1.525639060E1
1.066919637E1	-1.397850109E1	-5.927192114E0	-8.347865134E-1	1.520614901E1
1.067912938E1	-1.397652005E1	-5.940622584E0	-1.010814602E0	1.522024493E1
1.068906237E1	-1.396940984E1	-6.015655224E0	-1.141011044E0	1.525235802E1
1.069899537E1	-1.382455910E1	-5.970604182E0	-1.035320283E0	1.509431803E1
1.070892837E1	-1.355382600E1	-5.883861907E0	-8.534286064E-1	1.480048549E1
1.071886138E1	-1.344876908E1	-5.819639599E0	-7.763272208E-1	1.467447712E1
1.072879437E1	-1.357386909E1	-5.871767526E0	-9.887226516E-1	1.482245420E1
1.073872737E1	-1.368157012E1	-5.980405285E0	-1.134410707E0	1.497456163E1
1.074866038E1	-1.363982568E1	-6.142329889E0	-9.534142399E-1	1.498939825E1
1.075859337E1	-1.362842127E1	-6.338522100E0	-6.192727625E-1	1.504307906E1
1.076852637E1	-1.355948728E1	-6.675107714E0	-3.816296393E-1	1.511828030E1
1.077845938E1	-1.342099247E1	-7.072376316E0	-2.027077639E-1	1.517177102E1
1.078839237E1	-1.314641190E1	-7.367259003E0	-1.759503386E-1	1.507101886E1
1.079832537E1	-1.268457074E1	-7.711198075E0	-2.445422713E-1	1.484657238E1
1.080825837E1	-1.194061078E1	-8.107596027E0	-3.868874556E-1	1.443817790E1
1.081819138E1	-1.098211648E1	-8.315870340E0	-5.064103907E-1	1.378466660E1
1.082812437E1	-1.002604526E1	-8.440327156E0	-4.838599823E-1	1.311467981E1
1.083805737E1	-8.920834966E0	-8.651650207E0	-6.039039044E-1	1.244174617E1
1.084799038E1	-7.534752495E0	-9.241106263E0	-8.960103697E-1	1.195714743E1
1.085792337E1	-5.877350448E0	-1.021676156E1	-8.442057931E-1	1.181685865E1
1.086785637E1	-4.035305609E0	-1.098151772E1	-5.268446918E-1	1.171131881E1
1.087778938E1	-2.032301542E0	-1.110745271E1	-1.060860336E-2	1.129184962E1
1.088772237E1	1.163888276E-2	-1.043545912E1	6.305947262E-1	1.045450105E1
1.089765537E1	2.495960600E0	-9.508387168E0	1.210099406E0	9.904725459E0
1.090758838E1	4.956587645E0	-9.228585035E0	1.677998865E0	1.060896899E1
1.091752137E1	7.546404242E0	-9.244791763E0	1.708424267E0	1.205541808E1
1.092745437E1	1.047742224E1	-9.299152157E0	1.461127975E0	1.408493886E1
1.093738737E1	1.325751601E1	-8.705106037E0	9.824830878E-1	1.589043344E1
1.094731938E1	1.565162805E1	-6.792153769E0	-7.159975866E-2	1.706200281E1
1.095725263E1	1.795545909E1	-4.412749519E0	-1.345004611E0	1.853860585E1
1.096718562E1	2.052451514E1	-2.705474523E0	-1.980784063E0	2.079660597E1
1.097711862E1	2.282297376E1	-1.729551719E0	-1.113490539E0	2.291548257E1
1.098705162E1	2.401889776E1	-1.302952898E0	7.663623959E-1	2.406641741E1
1.099698463E1	2.445878847E1	-1.416135697E0	2.429607566E0	2.461992621E1
1.100691762E1	2.460545067E1	-1.545709704E0	3.667179530E0	2.492520064E1
1.101685062E1	2.465052101E1	-1.346785965E0	4.340954189E0	2.506603083E1
1.102678363E1	2.467014193E1	-7.269018763E-1	4.490503746E0	2.508603023E1
1.103671662E1	2.480856423E1	1.372516930E-1	4.188062364E0	2.515995953E1
1.104664962E1	2.471880947E1	7.813622582E-1	3.619146407E0	2.499456520E1
1.105658263E1	2.441506299E1	1.011149647E0	2.664645755E0	2.458084745E1
1.106651562E1	2.404270762E1	1.017662861E0	1.683971211E0	2.412308410E1
1.107644862E1	2.331286050E1	8.220360750E-1	8.399858576E-1	2.334246740E1
1.108638163E1	2.213795139E1	3.157440904E-1	8.640021265E-2	2.214037152E1
1.109631462E1	2.081461189E1	-4.839462653E-1	-7.032820487E-1	2.083211169E1
1.110624762E1	1.951556171E1	-1.403424435E0	-1.322518559E0	1.961060439E1
1.111618062E1	1.822153547E1	-2.559004110E0	-1.578198588E0	1.846790642E1
1.112611363E1	1.683774744E1	-3.733856207E0	-1.066640382E0	1.727973214E1
1.113604662E1	1.515387680E1	-4.805241531E0	-1.566673726E-1	1.589826635E1
1.114597962E1	1.343729450E1	-6.126117314E0	6.170583489E-1	1.478076310E1
1.115591263E1	1.149962079E1	-7.381176546E0	1.175974470E0	1.371517267E1
1.116584562E1	9.217770610E0	-8.025559006E0	1.575539859E0	1.232311723E1
1.117577862E1	6.954433299E0	-8.383616765E0	1.598841013E0	1.100933536E1
1.118571163E1	4.886469004E0	-8.718691458E0	1.299028539E0	1.007872190E1
1.119564462E1	3.023447864E0	-8.833513232E0	8.984053892E-1	9.379729487E0
1.120557762E1	1.199858592E0	-8.802516557E0	5.002380699E-1	8.897988340E0
1.121551062E1	-4.309719533E-1	-8.836566063E0	-4.525277138E-2	8.847185113E0
1.122544363E1	-1.862128270E0	-8.872122982E0	-4.861473034E-1	9.078459511E0
1.123537662E1	-3.189642690E0	-8.641182522E0	-6.160130129E-1	9.231648168E0
1.124530962E1	-4.370591387E0	-8.354247370E0	-7.935069251E-1	9.461774222E0
1.125524263E1	-5.401467201E0	-8.153074501E0	-1.018650602E0	9.832910087E0
1.126517562E1	-6.354222459E0	-7.981980293E0	-1.219943266E0	1.027503840E1
1.127510862E1	-7.411051140E0	-7.872937907E0	-1.328953419E0	1.089371137E1
1.128504163E1	-8.434807384E0	-7.687627949E0	-1.270696440E0	1.148304265E1
1.129497462E1	-9.342239705E0	-7.502711508E0	-9.861318234E-1	1.202250301E1
1.130490762E1	-1.013930232E1	-7.407956793E0	-4.843242878E-1	1.256653673E1
1.131484062E1	-1.072280299E1	-7.323931135E0	-1.658814150E-1	1.298637701E1
1.132477363E1	-1.117938984E1	-7.215273496E0	-1.028267956E-1	1.330599497E1
1.133470662E1	-1.156474825E1	-7.055954996E0	-2.705132826E-1	1.355002142E1
1.134463962E1	-1.187740238E1	-6.849109742E0	-5.506516303E-1	1.372174219E1
1.135457263E1	-1.199828771E1	-6.618425975E0	-6.402835625E-1	1.371759576E1
1.136450562E1	-1.207547330E1	-6.533631992E0	-5.027623494E-1	1.373892908E1
1.137443862E1	-1.238325553E1	-6.567811307E0	-4.032626196E-1	1.402297342E1
1.138437163E1	-1.267048362E1	-6.505720893E0	-2.823637980E-1	1.424588674E1
1.139430462E1	-1.301129210E1	-6.363724185E0	-5.751610022E-2	1.448426787E1
1.140423762E1	-1.327606806E1	-6.272821616E0	1.007317017E-1	1.468374683E1
1.141417062E1	-1.349873938E1	-6.183728176E0	1.668379829E-1	1.484864620E1
1.142410363E1	-1.362353768E1	-6.106235611E0	2.325033842E-1	1.493120725E1
1.143403662E1	-1.369596597E1	-6.173793172E0	1.974984612E-1	1.502445379E1
1.144396962E1	-1.379415943E1	-6.195559432E0	6.118873637E-2	1.512175701E1
1.145390263E1	-1.378296435E1	-6.176611530E0	-1.820109411E-1	1.510475966E1
1.146383562E1	-1.361308519E1	-6.104491387E0	-3.631372350E-1	1.492356433E1
1.147376862E1	-1.344793643E1	-6.014409767E0	-5.056894290E-1	1.474027954E1
1.148370163E1	-1.337174488E1	-5.929546203E0	-5.771225238E-1	1.463885752E1
1.149363462E1	-1.342932592E1	-5.909151115E0	-6.075982118E-1	1.468448287E1
1.150356762E1	-1.328710292E1	-5.814136199E0	-6.697587919E-1	1.451894833E1
1.151350063E1	-1.307258495E1	-5.705949846E0	-5.353979623E-1	1.427364676E1
1.152343362E1	-1.286663549E1	-5.711319344E0	-3.211045253E-1	1.408092986E1
1.153336662E1	-1.261903982E1	-5.894988574E0	-3.703415895E-1	1.393298996E1
1.154329962E1	-1.231840406E1	-6.317088547E0	-4.386136794E-1	1.385067032E1
1.155323263E1	-1.195559836E1	-6.852727414E0	-5.256167400E-1	1.379030377E1
1.156316562E1	-1.142124354E1	-7.629285600E0	-6.984662819E-1	1.375276910E1
1.157309862E1	-1.068079542E1	-8.414729215E0	-7.970058990E-1	1.362065626E1
1.158303163E1	-9.461171486E0	-8.923263314E0	-9.038509011E-1	1.303669209E1
1.159296462E1	-7.876380748E0	-9.158082817E0	-8.857619548E-1	1.211166499E1
1.160289762E1	-6.213585813E0	-9.155986006E0	-5.958464777E-1	1.108132489E1
1.161283063E1	-4.448816607E0	-9.081880149E0	-7.371000051E-2	1.011325612E1
1.162276362E1	-2.926188203E0	-9.188062077E0	4.454221773E-1	9.653054596E0
1.163269662E1	-1.543435137E0	-9.816582795E0	7.251482964E-1	9.963600245E0
1.164262962E1	-3.376889831E-1	-1.037128709E1	1.159524499E0	1.044136614E1
1.165256263E1	1.015407005E0	-1.059759773E1	1.717397988E0	1.078376487E1
1.166249562E1	2.743836350E0	-1.051700439E1	2.189645437E0	1.108740575E1
1.167242862E1	4.632363630E0	-9.825395719E0	2.896646900E0	1.124223097E1
1.168236163E1	6.386320750E0	-8.802278575E0	3.476753258E0	1.141722445E1
1.169229462E1	7.936793010E0	-8.008111500E0	3.135246043E0	1.170266213E1
1.170222762E1	9.752215476E0	-7.647849925E0	1.654235780E0	1.250327202E1
1.171216063E1	1.190607011E1	-7.343362017E0	3.811153036E-2	1.398859977E1
1.172209362E1	1.463424761E1	-6.604650519E0	-2.145536381E-1	1.605704347E1
1.173202662E1	1.719373061E1	-5.397334388E0	1.006835572E0	1.804908055E1
1.174195962E1	1.849369529E1	-4.403773751E0	1.508749453E0	1.907056144E1
1.175189263E1	1.873164422E1	-3.221922244E0	1.316441547E0	1.905225174E1
1.176182562E1	1.855933847E1	-1.784697102E0	9.908421942E-1	1.867126017E1
1.177175862E1	1.834537832E1	-5.320100856E-1	4.843535239E-1	1.835948090E1
1.178169163E1	1.791756211E1	1.628706837E-1	-2.752220088E-1	1.792041590E1
1.179162462E1	1.756189703E1	4.572873473E-2	-1.175064644E0	1.760122426E1
1.180155762E1	1.787689824E1	-2.788946450E-1	-1.168493250E0	1.791721656E1
1.181149063E1	1.838135858E1	1.724110007E-2	2.705920373E-1	1.838335825E1
1.182142362E1	1.844198485E1	3.318312424E-1	1.360807588E0	1.849509974E1
1.183135662E1	1.789856451E1	2.665160894E-1	1.066438580E0	1.793228746E1
1.184128962E1	1.633581310E1	-1.124910736E-1	5.177417099E-1	1.634440272E1
1.185122263E1	1.424202925E1	-5.480384731E-1	-3.927706316E-2	1.425262383E1
1.186115562E1	1.215342370E1	-7.849851930E-1	-5.345957243E-1	1.219047587E1
1.187108862E1	9.728040163E0	-1.047169665E0	-1.422068721E0	9.887042488E0
1.188102163E1	7.591506740E0	-1.047118210E0	-2.588733400E0	8.088817698E0
1.189095462E1	5.996454138E0	-7.050549245E-1	-3.577202868E0	7.017901754E0
1.190088762E1	5.014987881E0	-3.318762660E-1	-4.343425223E0	6.642709384E0
1.191082063E1	4.448250012E0	-2.966643333E-2	-4.802874286E0	6.546404331E0
1.192075262E1	4.096992565E0	2.732017958E-1	-4.808647826E0	6.323217631E0
1.193068562E1	3.989641194E0	5.542093322E-1	-4.187609205E0	5.810374832E0
1.194061863E1	3.843944367E0	6.433609521E-1	-3.338764815E0	5.131975458E0
1.195055162E1	2.802507897E0	2.616509137E-1	-3.019321776E0	4.127810037E0
1.196048475E1	8.572404063E-1	-4.627433842E-1	-3.372119965E0	3.510012195E0
1.197041775E1	-1.014886603E0	-9.867126712E-1	-3.630653435E0	3.896824487E0
1.198035075E1	-2.194078796E0	-1.180656628E0	-3.581923617E0	4.363268114E0
1.199028375E1	-2.754116340E0	-1.025150805E0	-3.156278477E0	4.312561283E0
1.200021675E1	-3.064804051E0	-7.153451470E-1	-2.448423906E0	3.987420491E0
1.201014975E1	-3.368389149E0	-5.366346484E-1	-1.734588218E0	3.826593588E0
1.202008275E1	-3.672274209E0	-4.233913305E-1	-1.095816745E0	3.855602731E0
1.203001575E1	-3.808603211E0	-2.929455042E-1	-6.806316894E-1	3.880017395E0
1.203994875E1	-4.088415869E0	-2.639620256E-1	-3.077547473E-1	4.108470914E0
1.204988175E1	-4.518121315E0	-5.910906449E-1	-8.631425858E-2	4.557439909E0
1.205981475E1	-4.941694787E0	-1.008255860E0	2.425694025E-1	5.049333338E0
1.206974775E1	-5.778214415E0	-1.218579915E0	2.671949512E-1	5.911352804E0
1.207968075E1	-6.840428381E0	-1.433118058E0	3.265664095E-1	6.996565831E0
1.208961375E1	-7.947451315E0	-1.822814370E0	9.803482693E-1	8.212534162E0
1.209954675E1	-9.014216754E0	-2.505734805E0	2.105263098E0	9.589939693E0
1.210947975E1	-1.009543183E1	-3.338876497E0	3.528741729E0	1.120347528E1
1.211941275E1	-1.153325631E1	-4.280085844E0	4.734592548E0	1.318148332E1
1.212934575E1	-1.265218301E1	-4.889483244E0	5.397937821E0	1.459871618E1
1.213927875E1	-1.246410030E1	-4.981612558E0	6.167279958E0	1.477178398E1
1.214921175E1	-1.159719679E1	-4.972994347E0	6.765468246E0	1.431772352E1
1.215914475E1	-1.029612231E1	-4.851476927E0	7.081710811E0	1.340513301E1
1.216907775E1	-8.721885207E0	-4.439505501E0	7.923432707E0	1.259211168E1
1.217901075E1	-7.345103903E0	-3.987849607E0	9.067448051E0	1.233175211E1
1.218894375E1	-6.161522205E0	-3.862672414E0	9.851332798E0	1.224472752E1
1.219887675E1	-5.280054445E0	-4.039491046E0	1.022482487E1	1.219604470E1
1.220880975E1	-4.662698985E0	-4.489914347E0	9.789367515E0	1.173591961E1
1.221874275E1	-4.164245485E0	-4.849699958E0	8.740450117E0	1.082848089E1
1.222867575E1	-3.484203780E0	-4.824810115E0	7.598361431E0	9.651609454E0
1.223860875E1	-2.635940604E0	-4.574268619E0	6.410723519E0	8.304787312E0
1.224854175E1	-1.466016832E0	-4.080208132E0	5.449763448E0	6.963994930E0
1.225847475E1	-1.961805171E-1	-3.371049047E0	4.736276253E0	5.816766389E0
1.226840775E1	8.596009272E-1	-2.691140074E0	4.133286232E0	5.006516127E0
1.227834075E1	1.504316679E0	-2.360536162E0	3.516590338E0	4.494608687E0
1.228827375E1	2.011464404E0	-2.537375844E0	2.778439003E0	4.266613237E0
1.229820675E1	2.767637442E0	-2.845991886E0	2.192714056E0	4.535138559E0
1.230813975E1	3.797656054E0	-2.794113634E0	1.375645190E0	4.911380885E0
1.231807275E1	5.076280734E0	-2.293861677E0	5.809676528E-2	5.570799109E0
1.232800575E1	6.255577008E0	-1.582834991E0	-1.189486216E0	6.561439458E0
1.233793875E1	7.168943667E0	-8.103517301E-1	-2.232113764E0	7.552003383E0
1.234787175E1	7.988430941E0	-1.219780348E-1	-3.143292981E0	8.585464362E0
1.235780475E1	8.808318164E0	3.275906955E-1	-3.864307296E0	9.624274280E0
1.236773775E1	9.641600189E0	7.435227330E-1	-4.437820333E0	1.063990271E1
1.237767075E1	1.051332415E1	1.181826364E0	-4.472806563E0	1.148619592E1
1.238760375E1	1.128572379E1	1.564023914E0	-4.136181774E0	1.212112751E1
1.239753675E1	1.165730265E1	1.666744290E0	-3.620117045E0	1.231973982E1
1.240746975E1	1.120997779E1	1.218463263E0	-2.906347430E0	1.164453134E1
1.241740275E1	1.010196317E1	2.481954472E-1	-2.162177557E0	1.033374437E1
1.242733575E1	9.044703552E0	-5.504853867E-1	-1.576904014E0	9.197625931E0
1.243726875E1	8.522110991E0	-7.556225225E-1	-1.107179639E0	8.626887498E0
1.244720175E1	8.521643214E0	-4.246715784E-1	-5.591668940E-1	8.550521425E0
1.245713475E1	8.613396553E0	2.369256699E-1	-2.072726852E-1	8.619147053E0
1.246706775E1	8.572080127E0	7.313858137E-1	-2.150407112E-1	8.605912236E0
1.247700075E1	8.194831222E0	1.057001173E0	2.322859043E-1	8.265982517E0
1.248693375E1	7.291888393E0	1.032977011E0	8.369798040E-1	7.412099098E0
1.249686675E1	6.092137975E0	3.215193853E-1	8.355799806E-1	6.157573688E0
1.250679975E1	4.955507079E0	-2.931864095E-1	5.706438088E-1	4.996863320E0
1.251673275E1	3.126747992E0	-7.438802902E-1	2.968339026E-1	3.227695967E0
1.252666575E1	8.403740396E-1	-1.460970831E0	-3.599177581E-1	1.723428295E0
1.253659875E1	-3.976255748E-1	-1.677626105E0	-1.160356557E0	2.078211439E0
1.254653175E1	-1.549096630E-1	-1.387782841E0	-1.071828543E0	1.760327993E0
1.255646475E1	8.733518974E-1	-8.276182656E-1	-6.883535224E-1	1.386191221E0
1.256639775E1	2.095184107E0	-1.594871923E-1	-4.103365445E-1	2.140936404E0
1.257633075E1	3.291017622E0	2.383149683E-2	-7.973964930E-2	3.292069765E0
1.258626375E1	3.692035166E0	-5.617420077E-3	-1.104176509E-1	3.693690198E0
1.259619675E1	2.815856213E0	1.200731581E-1	-9.264106286E-1	2.966765988E0
1.260612975E1	1.250918526E0	4.199242240E-1	-2.028265209E0	2.419709336E0
1.261606275E1	-2.084222478E-1	5.960999545E-1	-3.161693584E0	3.224140398E0
1.262599575E1	-5.914596042E-1	5.434001693E-1	-3.716213111E0	3.802018949E0
1.263592875E1	9.409120157E-1	1.332869884E-1	-2.656528650E0	2.821387125E0
1.264586175E1	2.369135662E0	-4.553694606E-2	-1.173660727E0	2.644306506E0
1.265579475E1	2.626878589E0	1.309016168E-1	-6.972366124E-1	2.720986080E0
1.266572775E1	1.973699577E0	5.485661843E-1	-1.097655694E0	2.324061725E0
1.267566075E1	7.554970998E-1	8.080919275E-1	-2.400362132E0	2.643014717E0
1.268559375E1	-3.443887228E-1	7.559599069E-1	-3.947512005E0	4.033971988E0
1.269552675E1	-1.321627443E0	8.074323615E-1	-4.839517032E0	5.081296214E0
1.270545975E1	-1.884720742E0	8.685997921E-1	-4.704672053E0	5.142040159E0
1.271539275E1	-1.643138934E0	6.530734697E-1	-3.696027938E0	4.097198193E0
1.272532575E1	-7.558736604E-1	-1.732646942E-2	-2.025878960E0	2.162366934E0
1.273525875E1	-3.099281573E-1	-8.782523757E-1	-5.879392880E-1	1.101387899E0
1.274519175E1	-8.272465289E-1	-1.540932528E0	4.664937884E-1	1.810090144E0
1.275512475E1	-1.811250477E0	-1.704032715E0	7.919948351E-1	2.609906436E0
1.276505775E1	-2.509098124E0	-1.497117003E0	8.366459280E-1	3.039228376E0
1.277499075E1	-2.794516507E0	-1.109482273E0	8.895170367E-1	3.135524515E0
1.278492375E1	-2.665827477E0	-7.624090934E-1	8.440736461E-1	2.898338159E0
1.279485675E1	-2.419326407E0	-4.817497587E-1	7.249775577E-1	2.571150628E0
1.280478975E1	-2.119382370E0	-9.394867569E-2	4.614049566E-1	2.171060229E0
1.281472275E1	-1.937673127E0	9.148319721E-2	-8.641541541E-2	1.941755378E0
1.282465575E1	-2.247407157E0	3.041546166E-2	-3.127915388E-1	2.269273579E0
1.283458875E1	-2.940648952E0	4.525744915E-4	9.283554125E-1	3.083708844E0
1.284452175E1	-3.272275249E0	-7.474206331E-1	2.499816839E0	4.185153179E0
1.285445475E1	-3.659878696E0	-1.749914062E0	3.857354372E0	5.597865133E0
1.286438775E1	-3.343003462E0	-2.668890541E0	4.736040026E0	6.381905984E0
1.287432075E1	-2.635781559E0	-3.557905009E0	4.633878644E0	6.409279505E0
1.288425375E1	-1.936423869E0	-4.402583258E0	4.639882565E0	6.682887621E0
1.289418675E1	-1.925193707E0	-5.163819984E0	5.019361013E0	7.454219786E0
1.290411975E1	-2.865444110E0	-5.910592453E0	5.138784546E0	8.339842907E0
1.291405275E1	-4.721709085E0	-6.731098312E0	3.875456182E0	9.089630454E0
1.292398575E1	-7.134640977E0	-7.234230169E0	9.236232609E-1	1.020246382E1
1.293391875E1	-9.790307747E0	-7.553253670E0	-2.111760525E0	1.254437321E1
1.294385175E1	-1.189605266E1	-8.033857960E0	-3.500451438E0	1.477538841E1
1.295378475E1	-1.328821038E1	-8.195932252E0	-3.224552906E0	1.594200684E1
1.296371787E1	-1.280333003E1	-8.894152951E0	-2.724045572E0	1.582566399E1
1.297365088E1	-1.051730727E1	-9.020848081E0	-3.287468069E0	1.424067761E1
1.298358388E1	-7.159689864E0	-6.992691631E0	-5.055668714E0	1.121243423E1
1.299351687E1	-3.702613657E0	-3.428644121E0	-7.118845308E0	8.725990312E0
1.300344987E1	-1.125024757E0	-3.310459614E-1	-8.333782700E0	8.415890103E0
1.301338288E1	3.941245544E-1	8.683659035E-1	-7.935990772E0	7.993080948E0
1.302331587E1	4.258258188E-1	1.846813828E-1	-6.255029708E0	6.272226996E0
1.303324887E1	-5.734779543E-1	-1.578723083E0	-3.394607771E0	3.787427288E0
1.304318188E1	-2.023634799E0	-3.262381468E0	2.815482576E-1	3.849350602E0
1.305311487E1	-4.329908214E0	-4.243492214E0	3.243686750E0	6.875815228E0
1.306304787E1	-5.967679989E0	-5.187075530E0	4.733991454E0	9.215727432E0
1.307298088E1	-5.938318196E0	-6.767948635E0	4.833549071E0	1.021919509E1
1.308291387E1	-4.216742372E0	-8.164608718E0	3.196478962E0	9.729297483E0
1.309284687E1	-4.051670212E-1	-7.080544876E0	5.578077087E-1	7.114030187E0
1.310277987E1	2.065430111E0	-4.693971648E0	-1.616337344E0	5.376980360E0
1.311271288E1	2.559494691E0	-3.036212043E0	-7.712816584E-1	4.045302466E0
1.312264587E1	2.646504768E0	-2.588829295E0	2.688774875E-1	3.711915908E0
1.313257887E1	3.063668522E0	-3.115980052E0	8.706507030E-1	4.455718701E0
1.314251188E1	3.673682803E0	-2.630438081E0	1.196779156E0	4.674123467E0
1.315244487E1	5.442518747E0	-1.757718341E0	7.046163833E-1	5.762557447E0
1.316237787E1	7.813749467E0	-8.890816384E-1	6.667957154E-1	7.892386421E0
1.317231088E1	9.218922511E0	-5.190561640E-1	5.594914144E-1	9.250458487E0
1.318224387E1	9.784593848E0	-2.681256086E-1	8.744379446E-1	9.827248335E0
1.319217687E1	9.737093407E0	2.503384517E-1	1.508835992E0	9.856482304E0
1.320210987E1	9.950224417E0	2.993758700E-1	1.330790176E0	1.004328603E1
1.321204288E1	1.040802164E1	4.315100067E-1	6.301672947E-1	1.043600624E1
1.322197587E1	1.068202334E1	8.489125825E-1	-4.712036475E-1	1.072605743E1
1.323190887E1	1.098820928E1	1.130197935E0	-2.033423622E0	1.123178090E1
1.324184188E1	1.138989896E1	1.287827905E0	-3.749828753E0	1.206024522E1
