Tiempo(s)	Voltaje(V)
0.000070	1.04038
0.000660	2.22739
0.001198	1.01858
0.001729	2.25720
0.002257	1.00488
0.002820	2.26848
0.003349	1.01374
0.003877	2.22659
0.004409	1.06616
0.004956	2.17664
0.005485	1.14431
0.006013	2.06545
0.006542	1.28374
0.007071	1.90266
0.007599	1.45943
0.008128	1.71085
0.008655	1.61090
0.009204	1.58915
0.009733	1.76725
0.010263	1.40540
0.010790	1.94455
0.011320	1.24749
0.011850	2.09365
0.012378	1.11450
0.012907	2.20242
0.013434	1.02986
0.013964	2.25156
0.014492	1.00246
0.015020	2.24915
0.015547	1.03232
0.016075	2.19517
0.016604	1.12498
0.017132	2.10171
0.017708	1.12578
0.018245	2.08237
0.018776	1.25716
0.019304	1.93327
0.019831	1.41910
0.020361	1.75517
0.020890	1.60848
0.021417	1.56175
0.021947	1.79706
0.022476	1.37317
0.023005	1.97436
0.023532	1.21441
0.024063	2.10896
0.024591	1.09517
0.025118	2.21370
0.025647	1.01455
0.026176	2.25962
0.026707	1.00649
0.027235	2.25237
0.027765	1.03957
0.028293	2.18469
0.028821	1.13464
0.029352	2.06465
0.029880	1.27649
0.030408	1.90829
0.030937	1.44246
0.031466	1.73583
0.031995	1.63185
0.032523	1.53597
0.033051	1.81962
0.033581	1.35706
0.034110	1.90427
0.034695	1.36915
0.035224	1.99370
0.035752	1.20796
0.036283	2.12427
0.036810	1.08630
0.037340	2.22095
0.037868	1.01697
0.038396	2.25962
0.038924	1.00407
0.039452	2.23706
0.039980	1.05166
0.040508	2.16938
0.041036	1.15156
0.041564	2.04284
0.042093	1.29825
0.042621	1.87768
0.043149	1.47071
0.043678	1.70119
0.044207	1.66412
0.044736	1.50616
0.045265	1.85024
0.045794	1.32564
0.046324	2.01303
0.046851	1.17654
0.047379	2.15408
0.047906	1.06374
0.048435	2.23464
0.048962	1.00488
0.049490	2.26687
0.050021	1.01052
0.050549	2.22014
0.051076	1.07341
0.051605	2.14199
0.052134	1.18782
0.052662	1.99934
0.053189	1.34256
0.053719	1.83009
0.054246	1.52389
0.054776	1.65043
0.055305	1.70602
0.055833	1.45379
0.056363	1.90185
0.056890	1.29019
0.057420	2.05573
0.057948	1.14190
0.058476	2.17825
0.059005	1.04360
0.059533	2.24673
0.060062	1.00569
0.060590	2.26043
0.061119	1.01858
0.061646	2.21289
0.062174	1.09678
0.062702	2.11218
0.063231	1.22085
0.063760	1.97355
0.064290	1.39090
0.064819	1.79464
0.065349	1.55853
0.065878	1.60284
0.066407	1.74550
0.066935	1.41588
0.067461	1.93810
0.067990	1.37640
0.068613	1.80512
0.069140	1.36351
0.069669	1.98403
0.070198	1.20635
0.070726	2.12346
0.071255	1.08630
0.071784	2.22095
0.072311	1.01052
0.072838	2.26445
0.073366	0.99763
0.073894	2.24351
0.074424	1.05810
0.074952	2.16213
0.075480	1.15801
0.076007	2.04123
0.076535	1.30066
0.077066	1.88010
0.077593	1.47716
0.078122	1.69313
0.078651	1.67540
0.079179	1.50294
0.079709	1.85426
0.080238	1.32000
0.080766	2.01867
0.081294	1.17573
0.081825	2.11863
0.082362	1.08147
0.082891	2.21934
0.083421	1.01455
0.083951	2.26687
0.084478	1.00005
0.085006	2.24834
0.085536	1.05730
0.086065	2.17744
0.086594	1.14834
0.087122	2.04929
0.087651	1.29583
0.088178	1.88332
0.088707	1.46507
0.089236	1.70360
0.089766	1.65768
0.090292	1.50697
0.090820	1.85995
0.091349	1.32161
0.091877	2.02270
0.092406	1.16848
0.092933	2.15408
0.093461	1.06052
0.093991	2.23303
0.094519	1.00891
0.095049	2.26043
0.095576	1.01213
