Frecuencia(Hz)	Magnitud(V)
253.99	0.00012
254.91	0.00009
255.83	0.00007
256.76	0.00005
257.68	0.00004
258.60	0.00005
259.53	0.00006
260.45	0.00009
261.37	0.00011
262.30	0.00013
263.22	0.00015
264.15	0.00016
265.07	0.00017
265.99	0.00017
266.92	0.00017
267.84	0.00016
268.76	0.00014
269.69	0.00011
270.61	0.00009
271.53	0.00008
272.46	0.00007
273.38	0.00007
274.31	0.00008
275.23	0.00009
276.15	0.00012
277.08	0.00015
278.00	0.00018
278.92	0.00020
279.85	0.00021
280.77	0.00021
281.69	0.00019
282.62	0.00018
283.54	0.00016
284.46	0.00015
285.39	0.00015
286.31	0.00015
287.24	0.00016
288.16	0.00017
289.08	0.00019
290.01	0.00020
290.93	0.00021
291.85	0.00022
292.78	0.00023
293.70	0.00023
294.62	0.00022
295.55	0.00021
296.47	0.00020
297.39	0.00017
298.32	0.00015
299.24	0.00012
300.17	0.00010
301.09	0.00009
302.01	0.00008
302.94	0.00009
303.86	0.00011
304.78	0.00013
305.71	0.00017
306.63	0.00020
307.55	0.00023
308.48	0.00025
309.40	0.00026
310.32	0.00025
311.25	0.00022
312.17	0.00019
313.10	0.00015
314.02	0.00012
314.94	0.00009
315.87	0.00008
316.79	0.00009
317.71	0.00011
318.64	0.00014
319.56	0.00017
320.48	0.00020
321.41	0.00023
322.33	0.00024
323.26	0.00024
324.18	0.00024
325.10	0.00023
326.03	0.00021
326.95	0.00019
327.87	0.00016
328.80	0.00015
329.72	0.00014
330.64	0.00013
331.57	0.00013
332.49	0.00013
333.41	0.00014
334.34	0.00016
335.26	0.00019
336.19	0.00022
337.11	0.00026
338.03	0.00028
338.96	0.00029
339.88	0.00028
340.80	0.00026
341.73	0.00023
342.65	0.00019
343.57	0.00015
344.50	0.00012
345.42	0.00010
346.34	0.00009
347.27	0.00009
348.19	0.00010
349.12	0.00012
350.04	0.00015
350.96	0.00017
351.89	0.00019
352.81	0.00020
353.73	0.00021
354.66	0.00020
355.58	0.00020
356.50	0.00018
357.43	0.00018
358.35	0.00017
359.28	0.00017
360.20	0.00017
361.12	0.00017
362.05	0.00017
362.97	0.00017
363.89	0.00018
364.82	0.00020
365.74	0.00023
366.66	0.00026
367.59	0.00027
368.51	0.00027
369.43	0.00026
370.36	0.00024
371.28	0.00021
372.21	0.00017
373.13	0.00015
374.05	0.00013
374.98	0.00012
375.90	0.00013
376.82	0.00015
377.75	0.00017
378.67	0.00020
379.59	0.00023
380.52	0.00024
381.44	0.00025
382.36	0.00025
383.29	0.00024
384.21	0.00023
385.14	0.00021
386.06	0.00020
386.98	0.00018
387.91	0.00017
388.83	0.00016
389.75	0.00015
390.68	0.00015
391.60	0.00015
392.52	0.00017
393.45	0.00020
394.37	0.00023
395.29	0.00026
396.22	0.00029
397.14	0.00029
398.07	0.00029
398.99	0.00026
399.91	0.00024
400.84	0.00021
401.76	0.00019
402.68	0.00018
403.61	0.00018
404.53	0.00018
405.45	0.00017
406.38	0.00017
407.30	0.00017
408.23	0.00019
409.15	0.00021
410.07	0.00023
411.00	0.00024
411.92	0.00024
412.84	0.00023
413.77	0.00022
414.69	0.00020
415.61	0.00018
416.54	0.00017
417.46	0.00016
418.38	0.00016
419.31	0.00015
420.23	0.00014
421.16	0.00014
422.08	0.00015
423.00	0.00018
423.93	0.00021
424.85	0.00024
425.77	0.00026
426.70	0.00027
427.62	0.00028
428.54	0.00027
429.47	0.00026
430.39	0.00023
431.31	0.00021
432.24	0.00018
433.16	0.00016
434.09	0.00015
435.01	0.00015
435.93	0.00017
436.86	0.00021
437.78	0.00025
438.70	0.00029
439.63	0.00032
440.55	0.00034
441.47	0.00034
442.40	0.00032
443.32	0.00030
444.24	0.00027
445.17	0.00025
446.09	0.00024
447.02	0.00023
447.94	0.00023
448.86	0.00022
449.79	0.00020
450.71	0.00018
451.63	0.00017
452.56	0.00017
453.48	0.00020
454.40	0.00023
455.33	0.00026
456.25	0.00027
457.18	0.00028
458.10	0.00028
459.02	0.00028
459.95	0.00028
460.87	0.00027
461.79	0.00026
462.72	0.00024
463.64	0.00022
464.56	0.00020
465.49	0.00019
466.41	0.00021
467.33	0.00024
468.26	0.00028
469.18	0.00031
470.11	0.00033
471.03	0.00034
471.95	0.00034
472.88	0.00033
473.80	0.00032
474.72	0.00032
475.65	0.00031
476.57	0.00031
477.49	0.00030
478.42	0.00028
479.34	0.00026
480.26	0.00024
481.19	0.00024
482.11	0.00026
483.04	0.00029
483.96	0.00033
484.88	0.00037
485.81	0.00040
486.73	0.00041
487.65	0.00040
488.58	0.00039
489.50	0.00037
490.42	0.00035
491.35	0.00033
492.27	0.00030
493.20	0.00028
494.12	0.00025
495.04	0.00025
495.97	0.00026
496.89	0.00028
497.81	0.00030
498.74	0.00032
499.66	0.00033
500.58	0.00033
501.51	0.00032
502.43	0.00032
503.35	0.00032
504.28	0.00033
505.20	0.00033
506.13	0.00034
507.05	0.00033
507.97	0.00032
508.90	0.00030
509.82	0.00028
510.74	0.00028
511.67	0.00030
512.59	0.00033
513.51	0.00036
514.44	0.00037
515.36	0.00037
516.28	0.00036
517.21	0.00034
518.13	0.00032
519.06	0.00032
519.98	0.00031
520.90	0.00031
521.83	0.00031
522.75	0.00031
523.67	0.00032
524.60	0.00035
525.52	0.00038
526.44	0.00040
527.37	0.00041
528.29	0.00041
529.21	0.00039
530.14	0.00037
531.06	0.00036
531.99	0.00035
532.91	0.00036
533.83	0.00037
534.76	0.00038
535.68	0.00039
536.60	0.00037
537.53	0.00035
538.45	0.00033
539.37	0.00031
540.30	0.00031
541.22	0.00034
542.15	0.00038
543.07	0.00042
543.99	0.00045
544.92	0.00046
545.84	0.00047
546.76	0.00046
547.69	0.00045
548.61	0.00042
549.53	0.00040
550.46	0.00037
551.38	0.00034
552.30	0.00032
553.23	0.00031
554.15	0.00032
555.08	0.00035
556.00	0.00039
556.92	0.00042
557.85	0.00045
558.77	0.00046
559.69	0.00047
560.62	0.00046
561.54	0.00045
562.46	0.00045
563.39	0.00045
564.31	0.00045
565.23	0.00046
566.16	0.00045
567.08	0.00043
568.01	0.00040
568.93	0.00037
569.85	0.00035
570.78	0.00036
571.70	0.00038
572.62	0.00040
573.55	0.00042
574.47	0.00043
575.39	0.00044
576.32	0.00045
577.24	0.00046
578.16	0.00047
579.09	0.00047
580.01	0.00045
580.94	0.00042
581.86	0.00039
582.78	0.00038
583.71	0.00040
584.63	0.00043
585.55	0.00047
586.48	0.00049
587.40	0.00050
588.32	0.00050
589.25	0.00049
590.17	0.00048
591.10	0.00047
592.02	0.00046
592.94	0.00046
593.87	0.00045
594.79	0.00044
595.71	0.00042
596.64	0.00038
597.56	0.00035
598.48	0.00033
599.41	0.00034
600.33	0.00037
601.25	0.00041
602.18	0.00045
603.10	0.00048
604.03	0.00050
604.95	0.00052
605.87	0.00053
606.80	0.00054
607.72	0.00055
608.64	0.00054
609.57	0.00051
610.49	0.00048
611.41	0.00044
612.34	0.00041
613.26	0.00041
614.18	0.00042
615.11	0.00043
616.03	0.00044
616.96	0.00043
617.88	0.00043
618.80	0.00043
619.73	0.00044
620.65	0.00045
621.57	0.00047
622.50	0.00049
623.42	0.00050
624.34	0.00049
625.27	0.00047
626.19	0.00044
627.12	0.00041
628.04	0.00040
628.96	0.00040
629.89	0.00042
630.81	0.00045
631.73	0.00048
632.66	0.00051
633.58	0.00054
634.50	0.00058
635.43	0.00061
636.35	0.00064
637.27	0.00064
638.20	0.00063
639.12	0.00059
640.05	0.00054
640.97	0.00050
641.89	0.00047
642.82	0.00046
643.74	0.00047
644.66	0.00049
645.59	0.00051
646.51	0.00053
647.43	0.00053
648.36	0.00055
649.28	0.00056
650.20	0.00058
651.13	0.00060
652.05	0.00061
652.98	0.00061
653.90	0.00059
654.82	0.00054
655.75	0.00048
656.67	0.00042
657.59	0.00038
658.52	0.00037
659.44	0.00039
660.36	0.00043
661.29	0.00048
662.21	0.00054
663.13	0.00060
664.06	0.00066
664.98	0.00072
665.91	0.00076
666.83	0.00078
667.75	0.00075
668.68	0.00070
669.60	0.00063
670.52	0.00057
671.45	0.00053
672.37	0.00052
673.29	0.00054
674.22	0.00057
675.14	0.00060
676.07	0.00062
676.99	0.00064
677.91	0.00067
678.84	0.00069
679.76	0.00072
680.68	0.00075
681.61	0.00076
682.53	0.00075
683.45	0.00070
684.38	0.00064
685.30	0.00055
686.22	0.00047
687.15	0.00041
688.07	0.00040
689.00	0.00044
689.92	0.00048
690.84	0.00053
691.77	0.00058
692.69	0.00064
693.61	0.00071
694.54	0.00077
695.46	0.00082
696.38	0.00084
697.31	0.00082
698.23	0.00077
699.15	0.00070
700.08	0.00062
701.00	0.00056
701.93	0.00055
702.85	0.00056
703.77	0.00059
704.70	0.00062
705.62	0.00066
706.54	0.00071
707.47	0.00077
708.39	0.00084
709.31	0.00090
710.24	0.00095
711.16	0.00097
712.08	0.00096
713.01	0.00091
713.93	0.00083
714.86	0.00073
715.78	0.00062
716.70	0.00054
717.63	0.00050
718.55	0.00050
719.47	0.00053
720.40	0.00057
721.32	0.00064
722.24	0.00071
723.17	0.00079
724.09	0.00087
725.02	0.00093
725.94	0.00095
726.86	0.00093
727.79	0.00087
728.71	0.00079
729.63	0.00071
730.56	0.00066
731.48	0.00064
732.40	0.00065
733.33	0.00068
734.25	0.00071
735.17	0.00075
736.10	0.00081
737.02	0.00087
737.95	0.00093
738.87	0.00099
739.79	0.00104
740.72	0.00106
741.64	0.00105
742.56	0.00100
743.49	0.00091
744.41	0.00081
745.33	0.00071
746.26	0.00064
747.18	0.00061
748.10	0.00064
749.03	0.00071
749.95	0.00081
750.88	0.00093
751.80	0.00105
752.72	0.00116
753.65	0.00123
754.57	0.00126
755.49	0.00123
756.42	0.00114
757.34	0.00101
758.26	0.00087
759.19	0.00075
760.11	0.00067
761.04	0.00065
761.96	0.00068
762.88	0.00073
763.81	0.00079
764.73	0.00087
765.65	0.00096
766.58	0.00106
767.50	0.00115
768.42	0.00122
769.35	0.00125
770.27	0.00125
771.19	0.00120
772.12	0.00111
773.04	0.00099
773.97	0.00086
774.89	0.00075
775.81	0.00069
776.74	0.00069
777.66	0.00074
778.58	0.00085
779.51	0.00097
780.43	0.00112
781.35	0.00127
782.28	0.00140
783.20	0.00149
784.12	0.00152
785.05	0.00148
785.97	0.00138
786.90	0.00122
787.82	0.00104
788.74	0.00088
789.67	0.00077
790.59	0.00074
791.51	0.00078
792.44	0.00087
793.36	0.00098
794.28	0.00111
795.21	0.00125
796.13	0.00139
797.05	0.00152
797.98	0.00162
798.90	0.00167
799.83	0.00166
800.75	0.00158
801.67	0.00145
802.60	0.00127
803.52	0.00107
804.44	0.00089
805.37	0.00077
806.29	0.00075
807.21	0.00083
808.14	0.00099
809.06	0.00118
809.99	0.00139
810.91	0.00160
811.83	0.00178
812.76	0.00189
813.68	0.00193
814.60	0.00188
815.53	0.00174
816.45	0.00155
817.37	0.00132
818.30	0.00112
819.22	0.00097
820.14	0.00092
821.07	0.00095
821.99	0.00106
822.92	0.00122
823.84	0.00141
824.76	0.00162
825.69	0.00183
826.61	0.00201
827.53	0.00213
828.46	0.00219
829.38	0.00217
830.30	0.00206
831.23	0.00188
832.15	0.00165
833.07	0.00140
834.00	0.00118
834.92	0.00103
835.85	0.00099
836.77	0.00109
837.69	0.00130
838.62	0.00161
839.54	0.00196
840.46	0.00229
841.39	0.00255
842.31	0.00269
843.23	0.00269
844.16	0.00255
845.08	0.00229
846.00	0.00197
846.93	0.00165
847.85	0.00141
848.78	0.00130
849.70	0.00131
850.62	0.00143
851.55	0.00165
852.47	0.00193
853.39	0.00226
854.32	0.00260
855.24	0.00292
856.16	0.00317
857.09	0.00333
858.01	0.00338
858.94	0.00330
859.86	0.00309
860.78	0.00277
861.71	0.00238
862.63	0.00198
863.55	0.00166
864.48	0.00151
865.40	0.00162
866.32	0.00200
867.25	0.00263
868.17	0.00343
869.09	0.00428
870.02	0.00504
870.94	0.00560
871.87	0.00588
872.79	0.00583
873.71	0.00549
874.64	0.00493
875.56	0.00424
876.48	0.00357
877.41	0.00305
878.33	0.00281
879.25	0.00294
880.18	0.00346
881.10	0.00440
882.02	0.00570
882.95	0.00720
883.87	0.00866
884.80	0.00984
885.72	0.01054
886.64	0.01071
887.57	0.01050
888.49	0.01018
889.41	0.01008
890.34	0.01038
891.26	0.01098
892.18	0.01143
893.11	0.01088
894.03	0.00831
894.96	0.00331
895.88	0.00765
896.80	0.02011
897.73	0.03493
898.65	0.05004
899.57	0.06311
900.50	0.07198
901.42	0.07521
902.34	0.07237
903.27	0.06419
904.19	0.05233
905.11	0.03897
906.04	0.02627
906.96	0.01589
907.89	0.00871
908.81	0.00470
909.73	0.00321
910.66	0.00353
911.58	0.00481
912.50	0.00615
913.43	0.00708
914.35	0.00745
915.27	0.00737
916.20	0.00699
917.12	0.00646
918.04	0.00584
918.97	0.00513
919.89	0.00435
920.82	0.00352
921.74	0.00276
922.66	0.00215
923.59	0.00177
924.51	0.00161
925.43	0.00173
926.36	0.00213
927.28	0.00271
928.20	0.00330
929.13	0.00375
930.05	0.00399
930.97	0.00395
931.90	0.00367
932.82	0.00317
933.75	0.00254
934.67	0.00185
935.59	0.00120
936.52	0.00069
937.44	0.00037
938.36	0.00024
939.29	0.00035
940.21	0.00068
941.13	0.00111
942.06	0.00155
942.98	0.00193
943.91	0.00220
944.83	0.00236
