Tiempo(s)	Voltaje(V)
0.000065	1.88010
0.000653	1.40701
0.001192	1.93247
0.001722	1.24910
0.002250	2.03720
0.002813	1.19668
0.003343	2.12588
0.003872	1.08228
0.004401	2.21047
0.004947	1.02824
0.005476	2.25881
0.006005	1.00246
0.006532	2.25479
0.007061	1.02341
0.007590	2.19355
0.008118	1.11531
0.008645	2.11621
0.009196	1.19104
0.009724	1.99611
0.010253	1.34981
0.010780	1.82284
0.011310	1.53114
0.011838	1.63507
0.012367	1.72455
0.012894	1.44005
0.013422	1.91071
0.013951	1.27246
0.014484	2.03559
0.015022	1.16043
0.015551	2.15730
0.016081	1.06616
0.016608	2.23948
0.017137	1.02019
0.017697	2.25801
0.018226	1.00891
0.018753	2.25398
0.019280	1.03555
0.019809	2.20483
0.020336	1.12739
0.020862	2.06948
0.021392	1.26602
0.021920	1.92038
0.022449	1.43763
0.022978	1.73180
0.023506	1.63104
0.024034	1.54564
0.024563	1.81720
0.025091	1.35464
0.025620	1.98564
0.026150	1.21441
0.026679	2.12346
0.027208	1.07825
0.027737	2.21853
0.028264	1.01213
0.028791	2.26204
0.029319	1.00649
0.029848	2.23948
0.030375	1.05569
0.030901	2.16052
0.031429	1.16365
0.031959	2.03398
0.032487	1.31355
0.033015	1.86157
0.033543	1.49085
0.034072	1.76322
0.034652	1.50052
0.035180	1.66412
0.035708	1.69957
0.036238	1.47716
0.036766	1.88251
0.037294	1.30228
0.037822	2.03801
0.038350	1.15076
0.038878	2.17422
0.039406	1.04038
0.039935	2.24270
0.040463	1.00407
0.040992	2.25962
0.041519	1.02583
0.042048	2.21772
0.042576	1.09033
0.043104	2.11782
0.043632	1.21521
0.044160	1.97114
0.044688	1.37317
0.045218	1.79545
0.045746	1.57062
0.046274	1.60284
0.046802	1.75919
0.047330	1.41990
0.047858	1.94697
0.048387	1.24910
0.048916	2.09123
0.049443	1.10645
0.049971	2.20000
0.050501	1.03232
0.051028	2.25317
0.051555	1.00407
