Tiempo(s)	Voltaje(V)
0.082330	2.22417
0.082860	1.01616
0.083389	2.26123
0.083920	1.00488
0.084446	2.24270
0.084975	1.05247
0.085502	2.17019
0.086030	1.14028
0.086559	2.04445
0.087087	1.29422
0.087613	1.87204
0.088142	1.48441
0.088670	1.69555
0.089201	1.66735
0.089728	1.49730
0.090256	1.86398
0.090786	1.32242
0.091315	2.02512
0.091843	1.16526
0.092370	2.16213
0.092900	1.06213
0.093429	2.23787
0.093957	1.00730
0.094485	2.26123
0.095013	1.01455
0.095541	2.23464
0.096069	1.07986
0.096598	2.13957
0.097127	1.18782
0.097654	1.99934
0.098182	1.35464
0.098709	1.82043
0.099237	1.53275
0.099767	1.62943
0.100296	1.72536
0.100824	1.44574
0.101353	1.91152
0.101881	1.27085
0.102409	2.07109
0.102937	1.12900
0.103465	2.18228
0.103994	1.03313
0.104522	2.25559
0.105050	1.00327
0.105579	2.25720
0.106107	1.02986
0.106634	2.20967
0.107163	1.10242
0.107693	2.10332
0.108222	1.23133
0.108751	1.95180
0.109278	1.39654
0.109808	1.77611
0.110337	1.57142
0.110869	1.59881
0.111398	1.75839
0.111927	1.41265
0.112454	1.94374
0.112983	1.24668
0.113512	2.09204
0.114041	1.11128
0.114570	2.20081
0.115098	1.03152
0.115627	2.25237
0.116156	1.00327
0.116686	2.25881
0.117216	1.02905
0.117743	2.19839
0.118271	1.11128
0.118800	2.09204
0.119329	1.24266
0.119858	1.94052
0.120387	1.40701
0.120918	1.77531
0.121447	1.58190
0.121977	1.58351
0.122505	1.77209
0.123034	1.40460
0.123562	1.95100
0.124092	1.23535
0.124619	2.10332
0.125147	1.09919
0.125674	2.20806
0.126202	1.02341
0.126732	2.25317
0.127260	1.00649
0.127787	2.25076
0.128314	1.05408
0.128842	2.18550
0.129372	1.13142
0.129899	2.06384
0.130428	1.28294
0.130956	1.90668
0.131486	1.44574
0.132014	1.71569
0.132542	1.64715
0.133070	1.52228
0.133599	1.83332
0.134127	1.34820
0.134655	2.00981
0.135183	1.18460
0.135712	1.91555
0.136413	1.56095
0.136943	1.80028
0.137471	1.37801
0.138001	1.94294
0.138536	1.23535
0.139066	2.09607
0.139594	1.10806
0.140122	2.20081
0.140651	1.02583
0.141179	2.25720
0.141707	1.00246
0.142235	2.25479
0.142765	1.03796
0.143294	2.19275
0.143822	1.11772
0.144352	2.08398
0.144881	1.25393
0.145409	1.92763
0.145937	1.42232
0.146466	1.74066
0.146994	1.61896
0.147521	1.55128
0.148048	1.81479
0.148576	1.36190
0.149103	1.98886
0.149633	1.19910
0.150161	2.13232
0.150690	1.08550
0.151219	2.22336
0.151747	1.01213
0.152274	2.26284
0.152803	1.00005
0.153331	2.23787
0.153861	1.05488
0.154388	2.16374
0.154916	1.16043
0.155444	2.03076
0.155973	1.31114
0.156502	1.86640
0.157030	1.48441
0.157559	1.67863
0.158087	1.68104
0.158616	1.48683
0.159145	1.87204
0.159673	1.31517
0.160202	2.02673
0.160731	1.16123
0.161258	2.16213
0.161787	1.06536
0.162316	2.23223
0.162847	1.00810
0.163377	2.26607
0.163906	1.00971
0.164434	2.23142
0.164962	1.07019
0.165490	2.13957
0.166018	1.18379
0.166547	2.00659
0.167075	1.33772
0.167605	1.84782
0.168133	1.51502
0.168662	1.65526
0.169191	1.71408
0.169720	1.46346
0.170248	1.89299
0.170775	1.29422
0.171304	2.05251
0.171832	1.14512
0.172360	2.17100
0.172888	1.03957
0.173416	2.24753
0.173943	1.00166
0.174473	2.26445
0.175000	1.01616
0.175530	2.21370
0.176059	1.09758
0.176589	2.11460
0.177116	1.22327
0.177644	1.96953
0.178172	1.38445
0.178700	1.80109
0.179230	1.56498
0.179758	1.59720
0.180285	1.76645
0.180814	1.39976
0.181342	1.94374
0.181871	1.23863
0.182398	2.09446
0.182927	1.10725
0.183457	2.20161
0.183986	1.03066
0.184514	2.26284
0.185042	1.00407
0.185572	2.25559
0.186100	1.03957
0.186629	2.19033
0.187157	1.11772
0.187685	2.08479
0.188214	1.24991
0.188744	1.93408
0.189273	1.41507
0.189801	1.74953
0.190328	1.60365
0.190857	1.56175
0.191386	1.80431
0.191914	1.36592
0.192443	1.97839
0.192973	1.21279
0.193502	2.11540
0.194032	1.09839
0.194561	2.21692
0.195089	1.02583
0.195616	2.25962
0.196144	0.99521
0.196673	2.25156
0.197201	1.04441
0.197731	2.17986
0.198259	1.14028
0.198787	2.05654
0.199315	1.28616
0.199842	1.89057
0.200370	1.46507
0.200898	1.69635
0.201425	1.66412
0.201955	1.51825
0.202487	1.83171
0.203016	1.34820
0.203544	1.99611
0.204075	1.19185
0.204603	2.13796
0.205132	1.07744
0.205662	2.22336
0.206191	1.00891
0.206720	2.26607
0.207249	1.00246
0.207777	2.24512
0.208305	1.05972
0.208833	2.16133
0.209361	1.15801
0.209890	2.03881
0.210420	1.30630
0.210949	1.88976
0.211478	1.47716
0.212005	1.68910
0.212534	1.67782
0.213061	1.48924
0.213589	1.87123
0.214117	1.31194
0.214647	2.02673
0.215174	1.15559
0.215705	2.16052
0.216232	1.05327
0.216761	2.24028
0.217289	1.01052
0.217818	2.25962
0.218347	1.01133
0.218875	2.23223
0.219403	1.07019
0.219931	2.13796
0.220459	1.19426
0.220987	1.99934
0.221518	1.34498
0.222046	1.83332
0.222575	1.54081
0.223101	1.63910
0.223631	1.71972
0.224158	1.44574
0.224691	1.90185
0.225219	1.27810
0.225747	2.06304
0.226275	1.13626
0.226803	2.18147
0.227331	1.04602
0.227858	2.25076
0.228387	1.00407
0.228914	2.25881
0.229444	1.02180
0.229971	2.21209
0.230499	1.10161
0.231029	2.10251
0.231556	1.23052
0.232086	1.95261
0.232615	1.39734
0.233144	1.78256
0.233671	1.58190
0.234199	1.58592
0.234728	1.77128
0.235256	1.39090
0.235783	1.95583
0.236312	1.22488
0.236840	2.11540
0.237368	1.09436
0.237895	2.21772
0.238424	1.01938
0.238951	2.25962
0.239479	1.00407
0.240008	2.24995
0.240535	1.03957
0.241065	2.17341
0.241593	1.14190
0.242120	2.05332
0.242648	1.28536
0.243177	1.89218
0.243704	1.46668
0.244232	1.70924
0.244761	1.65848
0.245288	1.50616
0.245818	1.83735
0.246347	1.32242
0.246874	2.01787
0.247402	1.16526
0.247929	2.15891
0.248457	1.05891
0.248984	2.23948
0.249511	1.00005
0.250039	2.26365
0.250568	1.00730
0.251096	2.22175
0.251627	1.06697
0.252154	2.13152
0.252683	1.18460
0.253211	2.00256
0.253741	1.34981
0.254269	1.82768
0.254799	1.51583
0.255328	1.64232
0.255856	1.72213
0.256384	1.45540
0.256912	1.90024
0.257440	1.27730
0.257969	2.05734
0.258497	1.12900
0.259026	2.18389
0.259555	1.04683
0.260084	2.25317
0.260613	1.00569
0.261142	2.25720
0.261670	1.01777
0.262198	2.22175
0.262727	1.09436
0.263256	2.11621
0.263784	1.21682
0.264312	1.96389
0.264839	1.39412
0.265368	1.78900
0.265897	1.54645
0.266431	1.62298
0.266960	1.74308
0.267487	1.42474
0.268019	1.91877
0.268546	1.26602
0.269073	2.07834
0.269602	1.12095
0.270130	2.19275
0.270658	1.02663
