Tiempo(s)	Voltaje(V)
0.063746	1.00407
0.064275	1.12175
0.064802	1.45863
0.065331	1.87526
0.065859	2.18308
0.066388	2.25640
0.066916	2.07190
0.067444	1.69796
0.067973	1.27085
0.068599	1.01858
0.069128	1.06374
0.069658	1.35545
0.070187	1.75839
0.070716	2.11540
0.071245	2.26526
0.071773	2.14360
0.072303	1.79384
0.072832	1.39412
0.073360	1.08389
0.073889	1.00891
0.074420	1.20635
0.074954	1.58028
0.075485	1.97597
0.076012	2.23062
0.076541	2.23062
0.077069	1.97436
0.077597	1.57706
0.078125	1.20071
0.078652	1.00971
0.079181	1.08228
0.079710	1.39251
0.080238	1.80753
0.080766	2.13957
0.081293	2.28465
0.081822	2.12024
0.082351	1.77128
0.082879	1.36351
0.083406	1.06616
0.083936	1.01616
0.084464	1.22327
0.084992	1.60687
0.085519	1.99934
0.086045	2.23787
0.086573	2.22014
0.087103	1.95019
0.087631	1.55047
0.088160	1.17815
0.088689	1.00327
0.089216	1.09597
0.089747	1.42635
0.090275	1.81640
0.090803	2.15488
0.091332	2.26123
0.091861	2.10896
0.092389	1.74550
0.092917	1.33853
0.093444	1.05247
0.093972	1.02099
0.094500	1.24749
0.095028	1.63426
0.095556	2.02270
0.096084	2.24915
0.096611	2.20645
0.097138	1.93730
0.097666	1.52228
0.098195	1.16445
0.098722	1.00407
0.099251	1.11047
0.099779	1.44493
0.100307	1.85588
0.100836	2.17502
0.101365	2.26526
0.101893	2.08076
0.102423	1.71408
0.102951	1.31275
0.103479	1.04683
0.104006	1.03066
0.104534	1.27085
0.105062	1.66574
0.105592	2.04043
0.106121	2.25398
0.106648	2.19678
0.107176	1.89943
0.107704	1.49569
0.108232	1.14270
0.108761	1.00166
0.109288	1.13142
0.109816	1.47071
0.110344	1.88251
0.110876	2.18630
0.111405	2.25559
0.111933	2.05815
0.112460	1.68507
0.112988	1.28777
0.113516	1.03716
0.114044	1.03313
0.114573	1.29905
0.115101	1.69393
0.115628	2.06626
0.116155	2.26043
0.116683	2.18389
0.117212	1.87526
0.117739	1.46588
0.118267	1.12417
0.118796	1.00246
0.119325	1.14512
0.119854	1.50052
0.120382	1.90749
0.120908	2.19919
0.121437	2.24995
0.121965	2.04284
0.122493	1.66090
0.123021	1.26763
0.123548	1.02824
0.124076	1.04441
0.124605	1.31194
0.125132	1.71649
0.125661	2.08801
0.126189	2.25801
0.126716	2.16697
0.127244	1.85346
0.127774	1.43763
0.128303	1.11209
0.128831	1.00327
0.129359	1.16526
0.129886	1.52711
0.130414	1.93166
0.130943	2.21772
0.131472	2.24592
0.132001	2.01948
0.132529	1.63104
0.133057	1.24346
0.133587	1.01938
0.134115	1.06294
0.134645	1.34417
0.135173	1.75355
0.135704	2.14924
0.136406	2.25479
0.136936	2.05734
0.137467	1.67863
0.137995	1.28455
0.138530	1.02502
0.139069	1.04441
0.139600	1.31275
0.140128	1.71408
0.140656	2.08721
0.141185	2.25962
0.141715	2.17100
0.142243	1.85346
0.142771	1.44005
0.143298	1.11047
0.143826	1.00569
0.144355	1.16365
0.144885	1.52308
0.145414	1.92924
0.145942	2.20967
0.146472	2.24351
0.147000	2.02351
0.147527	1.62621
0.148056	1.24427
0.148584	1.02583
0.149111	1.05730
0.149640	1.34256
0.150168	1.73986
0.150697	2.10574
0.151225	2.26445
0.151753	2.15408
0.152281	1.82607
0.152810	1.41346
0.153340	1.09758
0.153867	1.00971
0.154397	1.18460
0.154926	1.55692
0.155454	1.95583
0.155982	2.22095
0.156512	2.24028
0.157040	2.00498
0.157566	1.59720
0.158094	1.21924
0.158623	1.01455
0.159152	1.06858
0.159680	1.36834
0.160208	1.78095
0.160735	2.12668
0.161264	2.26526
0.161792	2.13716
0.162320	1.79545
0.162848	1.38284
0.163378	1.07583
0.163905	1.01213
0.164433	1.20313
0.164962	1.58270
0.165491	1.97919
0.166019	2.23062
0.166546	2.22659
0.167076	1.97275
0.167606	1.56981
0.168133	1.19829
0.168661	1.01213
0.169189	1.08469
0.169717	1.39412
0.170245	1.80834
0.170773	2.14360
0.171300	2.26445
0.171829	2.11299
0.172358	1.76564
0.172886	1.35384
0.173415	1.06374
0.173942	1.01535
0.174470	1.22891
0.174997	1.60848
0.175527	2.00417
0.176055	2.23867
0.176583	2.21853
0.177110	1.94374
0.177640	1.54564
0.178168	1.17573
0.178698	1.00407
0.179226	1.09919
0.179754	1.42393
0.180282	1.83412
0.180811	2.16455
0.181339	2.26284
0.181868	2.09768
0.182397	1.73583
0.182924	1.33289
0.183452	1.05247
0.183981	1.02502
0.184508	1.25232
0.185036	1.64232
0.185565	2.02995
0.186094	2.24915
0.186624	2.20645
0.187152	1.91877
0.187682	1.51100
0.188210	1.15317
0.188737	0.99602
0.189265	1.11772
0.189793	1.45218
0.190323	1.86318
0.190852	2.18066
0.191380	2.25962
0.191910	2.07593
0.192438	1.70280
0.192967	1.29986
0.193497	1.04280
0.194024	1.03152
0.194552	1.28133
0.195080	1.67460
0.195610	2.05332
0.196137	2.25720
0.196667	2.19033
0.197194	1.89138
0.197721	1.48521
0.198250	1.13706
0.198778	1.00246
0.199307	1.13867
0.199835	1.48441
0.200363	1.89379
0.200892	2.19436
0.201421	2.25479
0.201948	2.05090
0.202477	1.66654
0.203013	1.27166
0.203543	1.02905
0.204071	1.04521
0.204601	1.31597
0.205130	1.72052
0.205658	2.08479
0.206186	2.25559
0.206717	2.16536
0.207244	1.85265
0.207773	1.44246
0.208301	1.11128
0.208829	1.00730
0.209356	1.16365
0.209883	1.52147
0.210410	1.92683
0.210939	2.20645
0.211468	2.24592
0.211996	2.01787
0.212523	1.63668
0.213051	1.24829
0.213579	1.02019
0.214107	1.05649
0.214635	1.33692
0.215164	1.74066
0.215693	2.10735
0.216220	2.26284
0.216748	2.15569
0.217276	1.82848
0.217806	1.41829
0.218335	1.09517
0.218861	1.00649
0.219390	1.18298
0.219919	1.54725
0.220447	1.95180
0.220978	2.22014
0.221508	2.23706
0.222036	1.99772
0.222563	1.59801
0.223091	1.21763
0.223619	1.01777
0.224148	1.07019
0.224676	1.36753
0.225204	1.77450
0.225733	2.11943
0.226262	2.26365
0.226791	2.14119
0.227318	1.79303
0.227848	1.38768
0.228377	1.07905
0.228904	1.01052
0.229433	1.20554
0.229962	1.58592
0.230492	1.98161
0.231020	2.23223
0.231548	2.22900
0.232075	1.98081
0.232603	1.56498
0.233131	1.19588
0.233660	1.00810
0.234188	1.08953
0.234717	1.39493
0.235245	1.80512
0.235774	2.14683
0.236302	2.26365
0.236832	2.11621
0.237359	1.76645
0.237888	1.35787
0.238417	1.06697
0.238945	1.01777
0.239473	1.22971
0.240000	1.60768
0.240529	2.00739
0.241058	2.24109
0.241585	2.22981
0.242114	1.94455
0.242642	1.53919
0.243171	1.17573
0.243700	1.00649
0.244229	1.10403
0.244756	1.42232
0.245285	1.83332
0.245812	2.15891
0.246341	2.26768
0.246869	2.09768
0.247396	1.73744
0.247925	1.32967
0.248453	1.05085
0.248981	1.02502
0.249508	1.25393
0.250037	1.64393
0.250567	2.02512
0.251095	2.24834
0.251624	2.20483
0.252152	1.91555
0.252682	1.51341
0.253210	1.15640
0.253739	1.00246
0.254267	1.12256
0.254795	1.45299
0.255323	1.86318
0.255850	2.17583
0.256379	2.25720
0.256907	2.07834
0.257435	1.70602
0.257963	1.30630
0.258492	1.04280
0.259020	1.03066
0.259548	1.27891
0.260077	1.68185
0.260607	2.05573
0.261136	2.25559
0.261666	2.19194
0.262194	1.88976
0.262723	1.47957
0.263251	1.13706
0.263780	1.00246
0.264308	1.13626
0.264835	1.49649
0.265363	1.89138
0.265892	2.19114
0.266421	2.25962
0.266954	2.04768
0.267484	1.66493
0.268013	1.27166
0.268541	1.02986
0.269069	1.04763
0.269597	1.31033
0.270125	1.71085
0.270654	2.08398
